Name: “Table 1 of 1 on page 22 of 82”,Name: “Table 1 of 1 on page 22 of 82”,Name: “Table 1 of 1 on page 22 of 82”,Name: “Table 1 of 1 on page 22 of 82”,Name: “Table 1 of 1 on page 22 of 82”,Name: “Table 1 of 1 on page 22 of 82”,Name: “Table 1 of 1 on page 22 of 82”,Name: “Table 1 of 1 on page 22 of 82”,Name: “Table 1 of 1 on page 22 of 82”,Name: “Table 1 of 1 on page 22 of 82”,Name: “Table 1 of 1 on page 22 of 82”,Name: “Table 1 of 1 on page 22 of 82”,Name: “Table 1 of 1 on page 22 of 82”,Name: “Table 1 of 1 on page 22 of 82”
Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2006,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
05303,McKenney Vol. Fire Dept.,McKenney Vol. Fire Dept.,,,,,,,,,,,
Count,17,12,25,2,17,9,12,17,12,8,3,7,141
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
05304,NAMOZINE VOL. FIRE & RES,NAMOZINE VOL. FIRE & RES,NAMOZINE VOL. FIRE & RES,,,,,,,,,,
Count,43,26,45,39,21,25,22,20,27,17,34,32,351
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,2,3,2,0,2,1,1,0,6,2,2,22
05701,TAPPAHANNOCK-ESSEX VOL.,TAPPAHANNOCK-ESSEX VOL.,TAPPAHANNOCK-ESSEX VOL.,,,,,,,,,,
Count,15,13,21,19,12,6,13,17,17,10,17,15,175
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,1,0,0,0,0,0,0,0,0,1,2
05900,FAIRFAX COUNTY FIRE AND,FAIRFAX COUNTY FIRE AND,FAIRFAX COUNTY FIRE AND,,,,,,,,,,
Count,"6,095","5,646","6,499","5,981","6,274","6,752","6,832","6,421","6,437","6,414","6,154","6,190","75,695"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,253,274,344,280,293,283,284,320,270,315,306,289,"3,511"
06100,Fauquier Co. Dept of Fire/EMS,Fauquier Co. Dept of Fire/EMS,Fauquier Co. Dept of Fire/EMS,,,,,,,,,,
Count,17,37,82,86,85,91,76,73,66,80,85,76,854
Exposures,0,0,1,0,0,0,0,0,0,0,0,0,1
Aid Given,0,6,7,1,2,5,2,0,5,2,0,1,31
06101,Warrenton Fire Dept.,Warrenton Fire Dept.,,,,,,,,,,,
Count,102,132,160,199,165,194,172,155,136,165,178,190,"1,948"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,7,15,11,12,13,20,14,12,9,12,14,15,154
Page 22 of 82,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,4/18/07 8:58:05 AM,4/18/07 8:58:05 AM
