Name: “Table 1 of 1 on page 60 of 82”,Name: “Table 1 of 1 on page 60 of 82”,Name: “Table 1 of 1 on page 60 of 82”,Name: “Table 1 of 1 on page 60 of 82”,Name: “Table 1 of 1 on page 60 of 82”,Name: “Table 1 of 1 on page 60 of 82”,Name: “Table 1 of 1 on page 60 of 82”,Name: “Table 1 of 1 on page 60 of 82”,Name: “Table 1 of 1 on page 60 of 82”,Name: “Table 1 of 1 on page 60 of 82”,Name: “Table 1 of 1 on page 60 of 82”,Name: “Table 1 of 1 on page 60 of 82”,Name: “Table 1 of 1 on page 60 of 82”,Name: “Table 1 of 1 on page 60 of 82”
Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2006,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
16500,Headquarters Rockingham County,Headquarters Rockingham County,Headquarters Rockingham County,,,,,,,,,,
Count,17,27,45,66,27,22,13,52,31,53,61,65,479
Exposures,0,0,1,1,0,0,0,0,0,0,0,0,2
Aid Given,15,26,30,30,17,12,8,40,24,49,28,45,324
16501,SINGERS GLEN VOL. FIRE CO.,SINGERS GLEN VOL. FIRE CO.,SINGERS GLEN VOL. FIRE CO.,,,,,,,,,,
Count,17,11,18,16,9,10,3,8,11,10,7,9,129
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,1,4,2,1,2,3,2,0,2,0,1,20
16502,BERGTON VOL. FIRE CO.,BERGTON VOL. FIRE CO.,,,,,,,,,,,
Count,2,0,0,0,1,0,3,5,1,3,1,7,23
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,6,1,8,5,8,8,8,1,4,2,5,6,62
16503,Elkton Fire Company,Elkton Fire Company,,,,,,,,,,,
Count,49,31,56,26,20,50,37,24,19,57,44,46,459
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,6,17,13,9,8,34,32,11,4,13,14,15,176
16505,Broadway Vol. Fire Dept.,Broadway Vol. Fire Dept.,,,,,,,,,,,
Count,39,23,32,37,51,44,53,38,32,51,39,42,481
Exposures,0,0,0,0,0,0,1,0,0,0,0,0,1
Aid Given,6,7,13,7,10,13,8,7,3,8,17,9,108
16506,TIMBERVILLE VOL. FIRE DEPT.,TIMBERVILLE VOL. FIRE DEPT.,TIMBERVILLE VOL. FIRE DEPT.,,,,,,,,,,
Count,22,16,20,24,24,25,25,12,12,19,21,17,237
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,8,6,8,9,8,4,3,5,3,10,8,7,79
Page 60 of 82,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,4/18/07 8:58:23 AM,4/18/07 8:58:23 AM
