Name: “Table 1 of 1 on page 51 of 82”,Name: “Table 1 of 1 on page 51 of 82”,Name: “Table 1 of 1 on page 51 of 82”,Name: “Table 1 of 1 on page 51 of 82”,Name: “Table 1 of 1 on page 51 of 82”,Name: “Table 1 of 1 on page 51 of 82”,Name: “Table 1 of 1 on page 51 of 82”,Name: “Table 1 of 1 on page 51 of 82”,Name: “Table 1 of 1 on page 51 of 82”,Name: “Table 1 of 1 on page 51 of 82”,Name: “Table 1 of 1 on page 51 of 82”,Name: “Table 1 of 1 on page 51 of 82”,Name: “Table 1 of 1 on page 51 of 82”,Name: “Table 1 of 1 on page 51 of 82”
Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2006,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
14109,FAIRYSTONE VOL. FIRE DEPT.,FAIRYSTONE VOL. FIRE DEPT.,FAIRYSTONE VOL. FIRE DEPT.,,,,,,,,,,
Count,6,1,6,5,5,6,3,3,2,6,1,5,49
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,1,1,0,0,0,0,2,0,0,0,4
14110,PATRICK SPRINGS FIRE DEPT.,PATRICK SPRINGS FIRE DEPT.,PATRICK SPRINGS FIRE DEPT.,,,,,,,,,,
Count,7,5,7,9,4,5,5,8,5,9,9,11,84
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,0,1,4,0,0,0,1,1,1,0,1,11
14301,RICEVILLE/JAVA,RICEVILLE/JAVA,,,,,,,,,,,
Count,9,0,5,5,4,3,6,6,4,2,1,5,50
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,2,5,1,1,0,1,1,0,1,1,0,14
14302,HURT Volunteer Fire Department,HURT Volunteer Fire Department,HURT Volunteer Fire Department,,,,,,,,,,
Count,13,9,20,19,18,15,15,9,6,15,10,22,171
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,2,6,1,1,3,1,0,1,0,2,2,20
14303,RENAN,,,,,,,,,,,,
Count,1,3,13,7,5,3,3,5,4,3,5,3,55
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,5,2,1,2,2,2,0,3,1,1,19
14305,TUNSTALL VOL. FIRE & RESCUE,TUNSTALL VOL. FIRE & RESCUE,TUNSTALL VOL. FIRE & RESCUE,,,,,,,,,,
Count,27,33,39,47,43,44,34,37,51,43,56,52,506
Exposures,0,0,0,0,0,0,0,0,0,0,0,1,1
Aid Given,5,11,9,8,11,7,6,5,2,4,3,2,73
Page 51 of 82,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,4/18/07 8:58:19 AM,4/18/07 8:58:19 AM
