Name: “Table 1 of 1 on page 3 of 82”,Name: “Table 1 of 1 on page 3 of 82”,Name: “Table 1 of 1 on page 3 of 82”,Name: “Table 1 of 1 on page 3 of 82”,Name: “Table 1 of 1 on page 3 of 82”,Name: “Table 1 of 1 on page 3 of 82”,Name: “Table 1 of 1 on page 3 of 82”,Name: “Table 1 of 1 on page 3 of 82”,Name: “Table 1 of 1 on page 3 of 82”,Name: “Table 1 of 1 on page 3 of 82”,Name: “Table 1 of 1 on page 3 of 82”,Name: “Table 1 of 1 on page 3 of 82”,Name: “Table 1 of 1 on page 3 of 82”,Name: “Table 1 of 1 on page 3 of 82”
Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2006,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
00108,TASLEY VOL. FIRE DEPT.,TASLEY VOL. FIRE DEPT.,,,,,,,,,,,
Count,9,4,6,6,5,6,4,6,7,9,2,12,76
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,7,3,4,5,7,7,2,12,2,6,4,8,67
00109,ONANCOCK VOL. FIRE DEPT.,ONANCOCK VOL. FIRE DEPT.,ONANCOCK VOL. FIRE DEPT.,,,,,,,,,,
Count,6,4,7,5,8,8,9,3,4,2,2,0,58
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,6,3,4,3,3,10,7,11,4,1,4,0,56
00110,MELFA VOL. FIRE DEPT.,MELFA VOL. FIRE DEPT.,,,,,,,,,,,
Count,7,7,4,5,3,4,9,4,3,3,8,3,60
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,8,2,6,5,5,5,2,1,1,1,1,1,38
00111,WACHAPREAGUE VOL. FIRE,WACHAPREAGUE VOL. FIRE,WACHAPREAGUE VOL. FIRE,,,,,,,,,,
Count,3,3,1,1,2,1,2,5,2,4,0,0,24
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,2,4,3,4,4,3,2,2,1,3,1,30
00112,PAINTER VOL. FIRE DEPT.,PAINTER VOL. FIRE DEPT.,,,,,,,,,,,
Count,5,6,6,4,11,7,7,5,10,9,8,4,82
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,4,6,1,3,5,2,6,2,1,1,3,38
00121,TANGIER VOL. FIRE DEPT.,TANGIER VOL. FIRE DEPT.,,,,,,,,,,,
Count,0,1,3,3,6,7,7,8,5,4,4,6,54
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
Page 3 of 82,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,4/18/07 8:57:56 AM,4/18/07 8:57:56 AM
