Name: “Table 1 of 1 on page 28 of 82”,Name: “Table 1 of 1 on page 28 of 82”,Name: “Table 1 of 1 on page 28 of 82”,Name: “Table 1 of 1 on page 28 of 82”,Name: “Table 1 of 1 on page 28 of 82”,Name: “Table 1 of 1 on page 28 of 82”,Name: “Table 1 of 1 on page 28 of 82”,Name: “Table 1 of 1 on page 28 of 82”,Name: “Table 1 of 1 on page 28 of 82”,Name: “Table 1 of 1 on page 28 of 82”,Name: “Table 1 of 1 on page 28 of 82”,Name: “Table 1 of 1 on page 28 of 82”,Name: “Table 1 of 1 on page 28 of 82”,Name: “Table 1 of 1 on page 28 of 82”
Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2006,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
06917,STAR TANNERY VOL. FIRE DEPT.,STAR TANNERY VOL. FIRE DEPT.,STAR TANNERY VOL. FIRE DEPT.,,,,,,,,,,
Count,5,5,2,6,7,2,5,4,2,3,5,0,46
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,1,4,0,1,0,0,0,1,1,1,1,11
06918,Greenwood,,,,,,,,,,,,
Count,116,127,122,94,114,103,104,96,80,125,121,130,"1,332"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,21,33,34,23,18,18,16,34,20,32,34,27,310
06919,North Mountain,,,,,,,,,,,,
Count,20,18,29,29,29,17,18,19,12,18,24,18,251
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,8,4,5,5,7,4,9,9,2,4,6,11,74
06920,Reynolds Store,,,,,,,,,,,,
Count,16,6,18,8,9,17,12,15,7,9,15,15,147
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,11,14,12,8,10,10,11,10,4,9,5,5,109
06921,Millwood Station,Millwood Station,,,,,,,,,,,
Count,41,45,59,35,46,45,43,61,48,55,55,50,583
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,40,36,41,40,28,29,51,49,34,42,29,33,452
07110,EGGLESTON VOL. FIRE DEPT.,EGGLESTON VOL. FIRE DEPT.,EGGLESTON VOL. FIRE DEPT.,,,,,,,,,,
Count,6,6,9,4,10,8,6,13,2,9,6,1,80
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,2,3,0,0,1,2,0,1,1,2,0,12
Page 28 of 82,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,4/18/07 8:58:09 AM,4/18/07 8:58:09 AM
