Name: “Table 1 of 1 on page 49 of 82”,Name: “Table 1 of 1 on page 49 of 82”,Name: “Table 1 of 1 on page 49 of 82”,Name: “Table 1 of 1 on page 49 of 82”,Name: “Table 1 of 1 on page 49 of 82”,Name: “Table 1 of 1 on page 49 of 82”,Name: “Table 1 of 1 on page 49 of 82”,Name: “Table 1 of 1 on page 49 of 82”,Name: “Table 1 of 1 on page 49 of 82”,Name: “Table 1 of 1 on page 49 of 82”,Name: “Table 1 of 1 on page 49 of 82”,Name: “Table 1 of 1 on page 49 of 82”,Name: “Table 1 of 1 on page 49 of 82”,Name: “Table 1 of 1 on page 49 of 82”
Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2006,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
13703,LAKE OF THE WOODS VOL. FIRE,LAKE OF THE WOODS VOL. FIRE,LAKE OF THE WOODS VOL. FIRE,,,,,,,,,,
Count,31,41,42,36,37,31,34,42,41,43,26,41,445
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,3,11,6,2,5,3,5,5,2,5,6,56
13705,ORANGE VOL. FIRE CO.,ORANGE VOL. FIRE CO.,,,,,,,,,,,
Count,36,41,57,49,37,37,50,42,33,35,54,57,528
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,11,11,16,16,13,16,7,8,8,12,8,8,134
13901,LURAY VOL. FIRE DEPT.,LURAY VOL. FIRE DEPT.,,,,,,,,,,,
Count,37,31,32,25,57,80,44,59,29,65,57,37,553
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,1,1,0,0,0,0,0,0,2
13902,SHENANDOAH VOL. FIRE DEPT.,SHENANDOAH VOL. FIRE DEPT.,SHENANDOAH VOL. FIRE DEPT.,,,,,,,,,,
Count,8,6,15,10,12,9,11,8,11,17,10,13,130
Exposures,0,0,0,0,2,0,0,0,0,0,0,0,2
Aid Given,3,6,3,5,3,7,1,1,2,8,3,3,45
13903,STANLEY VOL. FIRE DEPT.,STANLEY VOL. FIRE DEPT.,,,,,,,,,,,
Count,25,16,21,18,16,31,19,22,23,15,19,20,245
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,1,3,1,2,0,2,0,0,0,2,0,12
14101,ARARAT VOL. FIRE DEPT.,ARARAT VOL. FIRE DEPT.,,,,,,,,,,,
Count,10,0,4,13,10,11,10,12,10,4,13,5,102
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,3,3,2,2,0,0,1,2,5,1,2,23
Page 49 of 82,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,4/18/07 8:58:18 AM,4/18/07 8:58:18 AM
