Name: “Table 1 of 1 on page 35 of 82”,Name: “Table 1 of 1 on page 35 of 82”,Name: “Table 1 of 1 on page 35 of 82”,Name: “Table 1 of 1 on page 35 of 82”,Name: “Table 1 of 1 on page 35 of 82”,Name: “Table 1 of 1 on page 35 of 82”,Name: “Table 1 of 1 on page 35 of 82”,Name: “Table 1 of 1 on page 35 of 82”,Name: “Table 1 of 1 on page 35 of 82”,Name: “Table 1 of 1 on page 35 of 82”,Name: “Table 1 of 1 on page 35 of 82”,Name: “Table 1 of 1 on page 35 of 82”,Name: “Table 1 of 1 on page 35 of 82”,Name: “Table 1 of 1 on page 35 of 82”
Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2006,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
08512,BLACK CREEK FIRE DEPT.,BLACK CREEK FIRE DEPT.,,,,,,,,,,,
Count,17,21,19,16,24,14,22,19,28,19,17,22,238
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,12,7,20,9,13,3,14,10,6,7,11,10,122
08700,HENRICO DIVISION OF FIRE,HENRICO DIVISION OF FIRE,HENRICO DIVISION OF FIRE,,,,,,,,,,
Count,"2,825","2,580","3,081","2,696","3,091","3,051","3,175","3,242","3,248","3,063","3,272","3,170","36,494"
Exposures,0,6,20,1,9,6,4,6,1,0,1,1,55
Aid Given,20,16,15,13,22,21,20,41,19,25,20,16,248
08900,Henry County Public Safety,Henry County Public Safety,,,,,,,,,,,
Count,5,3,2,3,1,3,4,4,3,0,0,0,28
Exposures,0,0,0,3,0,0,0,0,0,0,0,0,3
Aid Given,2,0,6,12,4,1,1,5,2,5,1,6,45
08901,AXTON VOL. FIRE DEPT.,AXTON VOL. FIRE DEPT.,,,,,,,,,,,
Count,5,14,20,17,14,8,8,10,11,5,6,5,123
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,7,2,1,0,1,1,1,0,0,1,15
08902,BASSETT VOLUNTEER FIRE,BASSETT VOLUNTEER FIRE,BASSETT VOLUNTEER FIRE,,,,,,,,,,
Count,28,23,24,28,22,14,24,20,17,19,18,31,268
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,0,3,5,1,2,3,1,1,2,2,3,28
08903,COLLINSVILLE VOL. FIRE DEPT.,COLLINSVILLE VOL. FIRE DEPT.,COLLINSVILLE VOL. FIRE DEPT.,,,,,,,,,,
Count,24,30,35,37,24,31,36,27,30,21,32,18,345
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,4,2,5,2,3,2,4,0,1,7,3,33
Page 35 of 82,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,4/18/07 8:58:12 AM,4/18/07 8:58:12 AM
