Name: “Table 1 of 1 on page 13 of 82”,Name: “Table 1 of 1 on page 13 of 82”,Name: “Table 1 of 1 on page 13 of 82”,Name: “Table 1 of 1 on page 13 of 82”,Name: “Table 1 of 1 on page 13 of 82”,Name: “Table 1 of 1 on page 13 of 82”,Name: “Table 1 of 1 on page 13 of 82”,Name: “Table 1 of 1 on page 13 of 82”,Name: “Table 1 of 1 on page 13 of 82”,Name: “Table 1 of 1 on page 13 of 82”,Name: “Table 1 of 1 on page 13 of 82”,Name: “Table 1 of 1 on page 13 of 82”,Name: “Table 1 of 1 on page 13 of 82”,Name: “Table 1 of 1 on page 13 of 82”
Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2006,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
02504,EBONY VOL. FIRE DEPT.,EBONY VOL. FIRE DEPT.,,,,,,,,,,,
Count,5,4,2,2,1,2,5,0,0,0,0,1,22
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,0,0,0,0,0,1,0,0,0,0,1,4
02505,GASBURG VOL. FIRE DEPT.,GASBURG VOL. FIRE DEPT.,,,,,,,,,,,
Count,3,3,0,1,3,1,1,0,0,0,0,0,12
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,0,0,2,0,2,0,0,0,0,0,0,7
02506,LAWERNCEVILLE VOL. FIRE,LAWERNCEVILLE VOL. FIRE,LAWERNCEVILLE VOL. FIRE,,,,,,,,,,
Count,20,16,9,26,27,22,29,25,31,26,27,41,299
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,6,5,5,2,5,2,2,0,1,2,1,1,32
02701,GRUNDY VOL. FIRE DEPT.,GRUNDY VOL. FIRE DEPT.,,,,,,,,,,,
Count,1,2,5,3,1,2,1,1,4,1,2,2,25
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,1,0,0,0,0,0,1,0,2
02702,"OAKWOOD VOL. FIRE DEPT., INC.","OAKWOOD VOL. FIRE DEPT., INC.","OAKWOOD VOL. FIRE DEPT., INC.",,,,,,,,,,
Count,5,4,5,5,3,3,8,17,16,9,28,34,137
Exposures,0,0,0,0,0,0,0,2,0,0,0,0,2
Aid Given,0,1,1,0,0,0,0,0,0,0,0,2,4
02703,WHITEWOOD VOL. FIRE DEPT.,WHITEWOOD VOL. FIRE DEPT.,WHITEWOOD VOL. FIRE DEPT.,,,,,,,,,,
Count,0,1,1,1,0,0,0,1,0,0,2,1,7
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,1,0,0,0,0,0,0,0,1
Page 13 of 82,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,4/18/07 8:58:02 AM,4/18/07 8:58:02 AM
