Name: “Table 1 of 1 on page 16 of 82”,Name: “Table 1 of 1 on page 16 of 82”,Name: “Table 1 of 1 on page 16 of 82”,Name: “Table 1 of 1 on page 16 of 82”,Name: “Table 1 of 1 on page 16 of 82”,Name: “Table 1 of 1 on page 16 of 82”,Name: “Table 1 of 1 on page 16 of 82”,Name: “Table 1 of 1 on page 16 of 82”,Name: “Table 1 of 1 on page 16 of 82”,Name: “Table 1 of 1 on page 16 of 82”,Name: “Table 1 of 1 on page 16 of 82”,Name: “Table 1 of 1 on page 16 of 82”,Name: “Table 1 of 1 on page 16 of 82”,Name: “Table 1 of 1 on page 16 of 82”
Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2006,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
03115,LYN-DAN HEIGHTS VOL. FIRE,LYN-DAN HEIGHTS VOL. FIRE,LYN-DAN HEIGHTS VOL. FIRE,,,,,,,,,,
Count,16,16,33,18,27,13,16,30,15,30,21,19,254
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
03116,RUSTBURG VOL. FIRE DEPT.,RUSTBURG VOL. FIRE DEPT.,RUSTBURG VOL. FIRE DEPT.,,,,,,,,,,
Count,20,23,21,17,20,11,8,15,12,14,12,9,182
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,2,2,0,0,1,1,2,1,1,0,0,11
03117,EVINGTON VOL. FIRE DEPT.,EVINGTON VOL. FIRE DEPT.,,,,,,,,,,,
Count,20,21,21,18,12,23,20,10,11,10,18,16,200
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,1,1,1,2,1,0,0,2,0,0,9
03302,LVFD,,,,,,,,,,,,
Count,71,67,59,79,86,62,95,79,72,60,57,49,836
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,7,6,10,11,6,7,13,10,15,10,5,11,111
03304,SPARTA VOL. FIRE DEPT.,SPARTA VOL. FIRE DEPT.,,,,,,,,,,,
Count,8,6,4,6,5,6,8,2,22,6,5,0,78
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,15,6,4,8,1,7,6,12,4,0,63
03501,CANA VOLUNTEER FIRE,CANA VOLUNTEER FIRE,,,,,,,,,,,
Count,18,16,13,15,20,14,16,17,18,13,19,19,198
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,1,2,1,1,0,0,0,2,2,1,2,14
Page 16 of 82,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,4/18/07 8:58:03 AM,4/18/07 8:58:03 AM
