Name: “Table 1 of 1 on page 42 of 82”,Name: “Table 1 of 1 on page 42 of 82”,Name: “Table 1 of 1 on page 42 of 82”,Name: “Table 1 of 1 on page 42 of 82”,Name: “Table 1 of 1 on page 42 of 82”,Name: “Table 1 of 1 on page 42 of 82”,Name: “Table 1 of 1 on page 42 of 82”,Name: “Table 1 of 1 on page 42 of 82”,Name: “Table 1 of 1 on page 42 of 82”,Name: “Table 1 of 1 on page 42 of 82”,Name: “Table 1 of 1 on page 42 of 82”,Name: “Table 1 of 1 on page 42 of 82”,Name: “Table 1 of 1 on page 42 of 82”,Name: “Table 1 of 1 on page 42 of 82”
Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2006,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
10902,HOLLY GROVE FIRE DEPT.,HOLLY GROVE FIRE DEPT.,,,,,,,,,,,
Count,21,21,0,0,0,0,0,0,0,0,0,0,42
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,4,0,0,0,0,0,0,0,0,0,0,4
10903,LOCUST CREEK VOL. FIRE DEPT.,LOCUST CREEK VOL. FIRE DEPT.,LOCUST CREEK VOL. FIRE DEPT.,,,,,,,,,,
Count,13,10,27,16,20,16,11,21,20,12,9,3,178
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,4,3,0,0,0,0,0,2,10,3,0,25
10904,LOUISA VOL. FIRE DEPT.,LOUISA VOL. FIRE DEPT.,,,,,,,,,,,
Count,21,20,14,22,11,12,10,10,27,16,16,24,203
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,11,17,25,17,16,17,14,14,9,14,23,15,192
10905,MINERAL VOL. FIRE DEPT.,MINERAL VOL. FIRE DEPT.,,,,,,,,,,,
Count,20,33,30,21,21,15,15,19,28,19,37,23,281
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,2,1,0,0,0,1,0,0,0,0,0,4
10906,Trevilians Volunteer Fire Dep.,Trevilians Volunteer Fire Dep.,Trevilians Volunteer Fire Dep.,,,,,,,,,,
Count,4,11,15,9,6,2,1,0,0,0,0,0,48
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,6,3,11,6,1,0,1,0,0,0,0,0,28
10907,ZION CROSSROADS VOL. F. D.,ZION CROSSROADS VOL. F. D.,ZION CROSSROADS VOL. F. D.,,,,,,,,,,
Count,7,16,9,5,24,7,24,10,12,14,15,15,158
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,9,4,13,12,5,12,9,9,12,4,4,7,100
Page 42 of 82,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,4/18/07 8:58:16 AM,4/18/07 8:58:16 AM
