Name: “Table 1 of 1 on page 33 of 82”,Name: “Table 1 of 1 on page 33 of 82”,Name: “Table 1 of 1 on page 33 of 82”,Name: “Table 1 of 1 on page 33 of 82”,Name: “Table 1 of 1 on page 33 of 82”,Name: “Table 1 of 1 on page 33 of 82”,Name: “Table 1 of 1 on page 33 of 82”,Name: “Table 1 of 1 on page 33 of 82”,Name: “Table 1 of 1 on page 33 of 82”,Name: “Table 1 of 1 on page 33 of 82”,Name: “Table 1 of 1 on page 33 of 82”,Name: “Table 1 of 1 on page 33 of 82”,Name: “Table 1 of 1 on page 33 of 82”,Name: “Table 1 of 1 on page 33 of 82”
Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2006,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
08311,VIRGILINA VOL. FIRE DEPT.,VIRGILINA VOL. FIRE DEPT.,,,,,,,,,,,
Count,10,7,10,12,10,8,19,17,9,12,15,14,143
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,0,8,4,2,1,1,1,0,1,0,3,25
08501,ASHLAND VOL. FIRE DEPT.,ASHLAND VOL. FIRE DEPT.,,,,,,,,,,,
Count,100,81,110,108,121,148,126,131,115,104,114,115,"1,373"
Exposures,0,0,3,0,0,0,0,0,0,0,0,0,3
Aid Given,20,19,22,23,31,24,25,31,21,13,15,16,260
08502,BEAVERDAM VOL. FIRE DEPT.,BEAVERDAM VOL. FIRE DEPT.,BEAVERDAM VOL. FIRE DEPT.,,,,,,,,,,
Count,7,7,19,12,12,20,24,13,23,7,11,25,180
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,8,5,3,1,2,3,3,1,3,1,2,34
08503,EASTERN HANOVER VOL FIRE,EASTERN HANOVER VOL FIRE,EASTERN HANOVER VOL FIRE,,,,,,,,,,
Count,45,43,53,47,56,40,56,50,67,48,57,52,614
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,17,13,19,14,16,18,17,9,17,12,7,4,163
08504,DOSWELL VOL. FIRE DEPT.,DOSWELL VOL. FIRE DEPT.,,,,,,,,,,,
Count,18,24,29,39,42,35,44,35,30,28,33,20,377
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,10,11,11,13,13,12,10,9,11,3,15,11,129
08505,HANOVER COURTHOUSE VOL,HANOVER COURTHOUSE VOL,HANOVER COURTHOUSE VOL,,,,,,,,,,
Count,18,6,17,23,15,16,17,17,20,9,4,23,185
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,20,18,21,22,20,28,17,9,16,6,4,10,191
Page 33 of 82,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,4/18/07 8:58:12 AM,4/18/07 8:58:12 AM
