Residential Structure Fire Causes,Residential Structure Fire Causes,Residential Structure Fire Causes,Residential Structure Fire Causes,,
Report Parameters:,Report Parameters:,,,,
Report Period:,1/1/08 - 12/31/08,Version: Both,Status: All,Released: All,
Report Filters:,No Filters Applied,,,,
,"NOTE: Report Filter Groups are applied to the report SQL as ""AND"" conditions (i.e. Group 1 AND Group 2 AND Group 3 etc...)","NOTE: Report Filter Groups are applied to the report SQL as ""AND"" conditions (i.e. Group 1 AND Group 2 AND Group 3 etc...)","NOTE: Report Filter Groups are applied to the report SQL as ""AND"" conditions (i.e. Group 1 AND Group 2 AND Group 3 etc...)","NOTE: Report Filter Groups are applied to the report SQL as ""AND"" conditions (i.e. Group 1 AND Group 2 AND Group 3 etc...)",
State:,VA,,,,
Report FDIDs:,All,,,,
Page 1 of 2,,,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,4/7/09 9:07:43 AM
Residential Structure Fire Causes,Residential Structure Fire Causes,Residential Structure Fire Causes,Residential Structure Fire Causes,Residential Structure Fire Causes,Residential Structure Fire Causes,Residential Structure Fire Causes,Residential Structure Fire Causes,Residential Structure Fire Causes,,,,,,,,,,
State:,VA,Report Period:,1/1/08 - 12/31/08,1/1/08 - 12/31/08,1/1/08 - 12/31/08,,,,,,,,,,,,,
CODE,,CATEGORY,FREQ,FREQ %,CIV,CIV,CIV,CIV,FF,FF DTH,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
,,,,,DTHS,DTHS %,INJS,INJS %,DTHS,%,INJS,INJS %,,LOSS %,,LOSS %,,LOSS %
01,"Incendiary, Suspicious","Incendiary, Suspicious",349,4.24%,4,6.45%,13,3.42%,0,0.00%,15,12.30%,"8,927,709",6.26%,"1,694,702",4.83%,"10,622,411",6.24%
02,Children Playing,Children Playing,28,0.34%,0,0.00%,4,1.05%,0,0.00%,0,0.00%,"202,160",0.15%,"36,800",0.11%,"238,960",0.14%
03,,Smoking,152,1.85%,2,3.23%,15,3.95%,0,0.00%,13,10.66%,"4,281,190",3.18%,"1,291,563",3.69%,"5,572,753",3.27%
04,,Heating,"1,339",16.30%,0,0.00%,10,2.63%,0,0.00%,4,3.28%,"3,261,651",2.42%,"909,331",2.60%,"4,170,982",2.45%
05,,Cooking,"2,599",31.64%,3,4.84%,126,33.16%,0,0.00%,7,5.74%,"3,841,908",2.86%,"1,116,319",3.19%,"4,958,227",2.91%
06,Electrical Distribution,Electrical Distribution,153,1.86%,3,4.84%,11,2.89%,0,0.00%,4,3.28%,"4,425,447",3.29%,"1,189,383",3.40%,"5,614,830",3.30%
,"Appliances, Air Conditioning","Appliances, Air Conditioning",,,,,,,,,,,,,,,,
07,,,229,2.79%,4,6.45%,25,6.58%,0,0.00%,2,1.64%,"3,133,186",2.33%,"994,685",2.84%,"4,127,871",2.42%
,"Open Flame, Ember, Torch","Open Flame, Ember, Torch",,,,,,,,,,,,,,,,
08,,,395,4.81%,3,4.84%,38,10.00%,0,0.00%,6,4.92%,"11,329,062",8.42%,"3,564,887",10.19%,"14,893,949",8.75%
,"Other Heat, Flame, Spark","Other Heat, Flame, Spark",,,,,,,,,,,,,,,,
09,,,257,3.13%,2,3.23%,10,2.63%,0,0.00%,3,2.46%,"6,004,506",4.46%,"1,511,663",4.32%,"7,516,169",4.41%
10,Other Equipment,Other Equipment,51,0.62%,1,1.61%,4,1.05%,0,0.00%,1,0.82%,"2,527,180",1.88%,"239,330",0.68%,"2,766,510",1.62%
11,,Natural,117,1.42%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"3,288,375",2.44%,"1,217,495",3.48%,"4,505,870",2.65%
12,,Exposure,262,0.96%,0,0.00%,5,1.32%,0,0.00%,6,4.92%,"6,079,142",4.44%,"1,183,240",3.35%,"7,262,382",4.26%
13,Unknown Cause,Unknown Cause,"2,474",30.03%,41,64.52%,119,31.32%,0,0.00%,61,50.00%,"77,872,617",57.86%,"20,164,705",57.60%,"98,037,322",57.57%
Totals,,,"8,405",100.00%,63,100.00%,380,100.00%,0,100.00%,122,100.00%,"135,174,133 100.00%","135,174,133 100.00%","35,114,103",100.00%,"170,288,236",100.00%
,Page 2 of 2,Page 2 of 2,,,,,,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,,,,,4/7/09 9:11:17 AM,4/7/09 9:11:17 AM,
