Name: “Table 1 of 1 on page 4 of 84”,Name: “Table 1 of 1 on page 4 of 84”,Name: “Table 1 of 1 on page 4 of 84”
Table: 4,Table: 4,Table: 4
,,
"Lorna Parkins, AICP",M.S. in Applied Economics; B.A. in Urban,"Land Use, Socioeconomics,"
,Planning; 16 years experience in transportation,and Secondary and Cumulative
,planning and NEPA document preparation,Impacts.
"Mary Keith Floyd,",B.A. in Environmental Science; 5 years,Right-of-Way & Relocation
AICP,experience in transportation planning and,Report; Land Use and
,NEPA documentation,Socioeconomic
Susan Manes,"M.S. in Parks, Recreation, and Tourism",Bypass Effects and Secondary
,Management; B.A. in Economics; 18 years,and Cumulative Impacts
,experience in environmental planning NEPA,
,documentation.,
Route 460 Location Study,5-4,Draft Environmental Impact Statement
,,May 2005
