Residential Structure Fire Causes,Residential Structure Fire Causes,,Created by: Dwight Crews (VA)
Report Parameters:,,,
Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,,
State: VA,Version: All,Status: All,Released: All
Report Filters:,,,
,"NOTE: Report Filter Groups are applied to the report SQL as ""AND"" conditions (i.e. Group 1 AND Group2 and Group 3 etc...)","NOTE: Report Filter Groups are applied to the report SQL as ""AND"" conditions (i.e. Group 1 AND Group2 and Group 3 etc...)","NOTE: Report Filter Groups are applied to the report SQL as ""AND"" conditions (i.e. Group 1 AND Group2 and Group 3 etc...)"
Report FDIDs*: All,,,
,,*Data from deactivated fire depts within the list was not included in the report.,*Data from deactivated fire depts within the list was not included in the report.
Page 1 of 2,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,Thu Mar 08 08:40:09 EST 2012
Residential Structure Fire Causes,Residential Structure Fire Causes,Residential Structure Fire Causes,Residential Structure Fire Causes,Residential Structure Fire Causes,Residential Structure Fire Causes,,,,,,,,,,,,
,State: VA,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,,,,,,,,,,
CODE,Category,FREQ,FREQ,CIV,CIV,CIV,CIV,FF,FF,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
,,,%,DTHS,DTHS,INJS,INJS,DTHS,DTHS,INJS,INJS,,LOSS,,LOSS,,LOSS
,,,,,%,,%,,%,,%,,%,,%,,%
01,"Incendiary, Suspicious",418,5.40 %,3,7.50 %,37,9.71 %,0,0.00 %,20,13.99 %,"9,677,597",9.65 %,"2,468,037",7.89 %,"12,145,634",9.23 %
02,Children Playing,26,0.34 %,0,0.00 %,4,1.05 %,0,0.00 %,0,0.00 %,"785,261",0.78 %,"142,240",0.45 %,"927,501",0.70 %
03,Smoking,156,2.02 %,2,5.00 %,9,2.36 %,0,0.00 %,5,3.50 %,"1,693,250",1.69 %,"470,660",1.50 %,"2,163,910",1.64 %
04,Heating,"1,123",14.51 %,0,0.00 %,20,5.25 %,0,0.00 %,10,6.99 %,"2,550,696",2.54 %,"850,945",2.72 %,"3,401,641",2.58 %
05,Cooking,"2,622",33.87 %,1,2.50 %,128,33.60 %,0,0.00 %,13,9.09 %,"4,594,929",4.58 %,"1,954,612",6.25 %,"6,549,541",4.98 %
06,Electrical Distribution,103,1.33 %,0,0.00 %,7,1.84 %,0,0.00 %,7,4.90 %,"1,904,147",1.90 %,"528,272",1.69 %,"2,432,419",1.85 %
07,"Appliances, AC",204,2.64 %,0,0.00 %,22,5.77 %,0,0.00 %,5,3.50 %,"3,635,552",3.62 %,"1,103,254",3.53 %,"4,738,806",3.60 %
08,"Open Flame, Ember,",345,4.46 %,1,2.50 %,18,4.72 %,0,0.00 %,8,5.59 %,"8,532,508",8.51 %,"1,985,827",6.35 %,"10,518,335",7.99 %
09,"Other Heat, Flame,",242,3.13 %,5,12.50 %,13,3.41 %,0,0.00 %,4,2.80 %,"3,555,117",3.54 %,"812,383",2.60 %,"4,367,500",3.32 %
10,Other Equipment,51,0.66 %,0,0.00 %,7,1.84 %,0,0.00 %,3,2.10 %,"813,002",0.81 %,"282,201",0.90 %,"1,095,203",0.83 %
11,Natural,153,1.98 %,0,0.00 %,3,0.79 %,0,0.00 %,3,2.10 %,"4,408,871",4.39 %,"2,372,311",7.58 %,"6,781,182",5.15 %
12,Exposure,95,1.23 %,1,2.50 %,6,1.57 %,0,0.00 %,2,1.40 %,"6,634,836",6.61 %,"1,888,537",6.04 %,"8,523,373",6.48 %
13,Unknown,"2,203",28.46 %,27,67.50 %,107,28.08 %,0,0.00 %,63,44.06 %,"51,533,116",51.37 %,"16,418,884",52.49 %,"67,952,000",51.64 %
,,,,,,,100.00,,,,100.00 %,,100.00,,100.00 %,,100.00 %
,Totals:,"7,741",100.00 %,40,100.00 %,381,,0,0.00 %,143,,"100,318,882",,"31,278,163",,"131,597,045",
,,,,,,,%,,,,,,%,,,,
,Page 2 of 2,,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:40:10 EST 2012,Thu Mar 08 08:40:10 EST 2012,Thu Mar 08 08:40:10 EST 2012
