Name: “Table 1 of 1 on page 4 of 18”,Name: “Table 1 of 1 on page 4 of 18”,Name: “Table 1 of 1 on page 4 of 18”,Name: “Table 1 of 1 on page 4 of 18”,Name: “Table 1 of 1 on page 4 of 18”,Name: “Table 1 of 1 on page 4 of 18”,Name: “Table 1 of 1 on page 4 of 18”,Name: “Table 1 of 1 on page 4 of 18”,Name: “Table 1 of 1 on page 4 of 18”,Name: “Table 1 of 1 on page 4 of 18”,Name: “Table 1 of 1 on page 4 of 18”,Name: “Table 1 of 1 on page 4 of 18”,Name: “Table 1 of 1 on page 4 of 18”,Name: “Table 1 of 1 on page 4 of 18”,Name: “Table 1 of 1 on page 4 of 18”,Name: “Table 1 of 1 on page 4 of 18”,Name: “Table 1 of 1 on page 4 of 18”,Name: “Table 1 of 1 on page 4 of 18”,Name: “Table 1 of 1 on page 4 of 18”
Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4
,,,,,,,,,,,,,,,,,,
Tally,,,,,,,,,,,,,,,,,,
,Selected Coded Field: Basic: Incident Type,Selected Coded Field: Basic: Incident Type,Selected Coded Field: Basic: Incident Type,Selected Coded Field: Basic: Incident Type,Selected Coded Field: Basic: Incident Type,Selected Coded Field: Basic: Incident Type,,,,,,,,,,,,
,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,,,,,,,,,,,
CODE,Description,FREQ,FREQ,EXPs,CIV,CIV,CIV,CIV,FF,FF,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
,,,%,,DTHS,DTHS,INJS,INJS,DTHS,DTHS,INJS,INJS,,LOSS,,LOSS,,LOSS
,,,,,,%,,%,,%,,%,,%,,%,,%
,"Natural vegetation fire,",,,,,,,,,,,,,,,,,
140,,"1,108",0.15 %,2,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"121,246",0.06 %,"53,647",0.08 %,"174,893",0.06 %
,other,,,,,,,,,,,,,,,,,
,"Forest, woods or wildland",,,,,,,,,,,,,,,,,
141,,805,0.11 %,1,2,1.55 %,3,0.48 %,0,0.00 %,6,0.87 %,"66,614",0.03 %,"40,095",0.06 %,"106,709",0.04 %
,fire,,,,,,,,,,,,,,,,,
,"Brush, or brush and",,,,,,,,,,,,,,,,,
142,,"3,663",0.49 %,13,0,0.00 %,7,1.12 %,1,25.00 %,8,1.16 %,"185,504",0.09 %,"68,919",0.10 %,"254,423",0.09 %
,grass mixture fire,,,,,,,,,,,,,,,,,
143,Grass fire,938,0.13 %,2,0,0.00 %,2,0.32 %,0,0.00 %,0,0.00 %,"22,287",0.01 %,"11,302",0.02 %,"33,589",0.01 %
,"Outside rubbish fire,",,,,,,,,,,,,,,,,,
150,,828,0.11 %,2,0,0.00 %,0,0.00 %,0,0.00 %,1,0.14 %,"41,695",0.02 %,"20,477",0.03 %,"62,172",0.02 %
,other,,,,,,,,,,,,,,,,,
,"Outside rubbish, trash or",,,,,,,,,,,,,,,,,
151,,"1,320",0.18 %,4,0,0.00 %,2,0.32 %,0,0.00 %,1,0.14 %,"13,954",0.01 %,"12,534",0.02 %,"26,488",0.01 %
,waste fire,,,,,,,,,,,,,,,,,
,Garbage dump or,,,,,,,,,,,,,,,,,
152,,30,0.00 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,sanitary landfill fire,,,,,,,,,,,,,,,,,
,Construction or,,,,,,,,,,,,,,,,,
153,,44,0.01 %,0,0,0.00 %,0,0.00 %,0,0.00 %,1,0.14 %,601,0.00 %,101,0.00 %,702,0.00 %
,demolition landfill fire,,,,,,,,,,,,,,,,,
,Dumpster or other,,,,,,,,,,,,,,,,,
154,outside trash receptacle,954,0.13 %,3,0,0.00 %,0,0.00 %,0,0.00 %,1,0.14 %,"93,244",0.04 %,"3,778",0.01 %,"97,022",0.03 %
,fire,,,,,,,,,,,,,,,,,
,Outside stationary,,,,,,,,,,,,,,,,,
155,compactor/compacted,9,0.00 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"10,000",0.00 %,"6,000",0.01 %,"16,000",0.01 %
,trash fire,,,,,,,,,,,,,,,,,
,"Special outside fire, other",,,,,,,,,,,,,,,,,
160,,660,0.09 %,7,1,0.78 %,2,0.32 %,0,0.00 %,0,0.00 %,"158,011",0.07 %,"36,938",0.05 %,"194,949",0.07 %
,Page 4 of 18,,,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:34:56 EDT 2013,Thu Mar 14 07:34:56 EDT 2013,Thu Mar 14 07:34:56 EDT 2013
