Name: “Table 1 of 1 on page 13 of 18”,Name: “Table 1 of 1 on page 13 of 18”,Name: “Table 1 of 1 on page 13 of 18”,Name: “Table 1 of 1 on page 13 of 18”,Name: “Table 1 of 1 on page 13 of 18”,Name: “Table 1 of 1 on page 13 of 18”,Name: “Table 1 of 1 on page 13 of 18”,Name: “Table 1 of 1 on page 13 of 18”,Name: “Table 1 of 1 on page 13 of 18”,Name: “Table 1 of 1 on page 13 of 18”,Name: “Table 1 of 1 on page 13 of 18”,Name: “Table 1 of 1 on page 13 of 18”,Name: “Table 1 of 1 on page 13 of 18”,Name: “Table 1 of 1 on page 13 of 18”,Name: “Table 1 of 1 on page 13 of 18”,Name: “Table 1 of 1 on page 13 of 18”,Name: “Table 1 of 1 on page 13 of 18”,Name: “Table 1 of 1 on page 13 of 18”,Name: “Table 1 of 1 on page 13 of 18”
Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13
,,,,,,,,,,,,,,,,,,
Tally,,,,,,,,,,,,,,,,,,
,Selected Coded Field: Basic: Incident Type,Selected Coded Field: Basic: Incident Type,Selected Coded Field: Basic: Incident Type,Selected Coded Field: Basic: Incident Type,Selected Coded Field: Basic: Incident Type,Selected Coded Field: Basic: Incident Type,,,,,,,,,,,,
,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,,,,,,,,,,,
CODE,Description,FREQ,FREQ,EXPs,CIV,CIV,CIV,CIV,FF,FF,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
,,,%,,DTHS,DTHS,INJS,INJS,DTHS,DTHS,INJS,INJS,,LOSS,,LOSS,,LOSS
,,,,,,%,,%,,%,,%,,%,,%,,%
522,Water or steam leak,"1,209",0.16 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"308,320",0.14 %,"43,595",0.06 %,"351,915",0.12 %
531,Smoke or odor removal,"2,546",0.34 %,0,0,0.00 %,2,0.32 %,0,0.00 %,1,0.14 %,"212,050",0.10 %,"12,350",0.02 %,"224,400",0.08 %
540,"Animal problem, other",90,0.01 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
541,Animal problem,208,0.03 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,500,0.00 %,500,0.00 %
542,Animal rescue,290,0.04 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,Public service,,,,,,,,,,,,,,,,,
550,,"4,855",0.65 %,0,0,0.00 %,0,0.00 %,0,0.00 %,1,0.14 %,0,0.00 %,0,0.00 %,0,0.00 %
,"assistance, other",,,,,,,,,,,,,,,,,
,Assist police or other,,,,,,,,,,,,,,,,,
551,,"1,880",0.25 %,0,1,0.78 %,0,0.00 %,0,0.00 %,0,0.00 %,125,0.00 %,25,0.00 %,150,0.00 %
,governmental agency,,,,,,,,,,,,,,,,,
552,Police matter,"1,500",0.20 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
553,Public service,"14,355",1.92 %,0,0,0.00 %,0,0.00 %,0,0.00 %,7,1.01 %,"8,700",0.00 %,"4,200",0.01 %,"12,900",0.00 %
554,Assist invalid,"6,389",0.85 %,0,0,0.00 %,0,0.00 %,0,0.00 %,2,0.29 %,0,0.00 %,0,0.00 %,0,0.00 %
,"Defective elevator, no",,,,,,,,,,,,,,,,,
555,,333,0.04 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,occupants,,,,,,,,,,,,,,,,,
,Page 13 of 18,,,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:39:31 EDT 2013,Thu Mar 14 07:39:31 EDT 2013,Thu Mar 14 07:39:31 EDT 2013
