Name: “Table 1 of 1 on page 6 of 18”,Name: “Table 1 of 1 on page 6 of 18”,Name: “Table 1 of 1 on page 6 of 18”,Name: “Table 1 of 1 on page 6 of 18”,Name: “Table 1 of 1 on page 6 of 18”,Name: “Table 1 of 1 on page 6 of 18”,Name: “Table 1 of 1 on page 6 of 18”,Name: “Table 1 of 1 on page 6 of 18”,Name: “Table 1 of 1 on page 6 of 18”,Name: “Table 1 of 1 on page 6 of 18”,Name: “Table 1 of 1 on page 6 of 18”,Name: “Table 1 of 1 on page 6 of 18”,Name: “Table 1 of 1 on page 6 of 18”,Name: “Table 1 of 1 on page 6 of 18”,Name: “Table 1 of 1 on page 6 of 18”,Name: “Table 1 of 1 on page 6 of 18”,Name: “Table 1 of 1 on page 6 of 18”,Name: “Table 1 of 1 on page 6 of 18”,Name: “Table 1 of 1 on page 6 of 18”
Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6
,,,,,,,,,,,,,,,,,,
Tally,,,,,,,,,,,,,,,,,,
,Selected Coded Field: Basic: Incident Type,Selected Coded Field: Basic: Incident Type,Selected Coded Field: Basic: Incident Type,Selected Coded Field: Basic: Incident Type,Selected Coded Field: Basic: Incident Type,Selected Coded Field: Basic: Incident Type,,,,,,,,,,,,
,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,,,,,,,,,,,
CODE,Description,FREQ,FREQ,EXPs,CIV,CIV,CIV,CIV,FF,FF,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
,,,%,,DTHS,DTHS,INJS,INJS,DTHS,DTHS,INJS,INJS,,LOSS,,LOSS,,LOSS
,,,,,,%,,%,,%,,%,,%,,%,,%
,Steam rupture of,,,,,,,,,,,,,,,,,
213,pressure or process,2,0.00 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,vessel,,,,,,,,,,,,,,,,,
,Overpressure rupture,,,,,,,,,,,,,,,,,
22,from air or gas - no fire,1,0.00 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,Overpressure rupture,,,,,,,,,,,,,,,,,
220,,29,0.00 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,"from air or gas, other",,,,,,,,,,,,,,,,,
,Overpressure rupture of,,,,,,,,,,,,,,,,,
221,air or gas pipe/pipeline,66,0.01 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"10,000",0.00 %,"3,000",0.00 %,"13,000",0.00 %
,Overpressure rupture of,,,,,,,,,,,,,,,,,
222,boiler from air or gas,7,0.00 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,Air or gas rupture of,,,,,,,,,,,,,,,,,
223,pressure or process,13,0.00 %,0,0,0.00 %,0,0.00 %,0,0.00 %,4,0.58 %,0,0.00 %,0,0.00 %,0,0.00 %
,vessel,,,,,,,,,,,,,,,,,
,Chemical reaction,,,,,,,,,,,,,,,,,
231,rupture of process vessel,16,0.00 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,50,0.00 %,0,0.00 %,50,0.00 %
,"Explosion (no fire), other",,,,,,,,,,,,,,,,,
240,,64,0.01 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,222,0.00 %,"2,051",0.00 %,"2,273",0.00 %
,Munitions or bomb,,,,,,,,,,,,,,,,,
241,,10,0.00 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"5,000",0.00 %,"1,000",0.00 %,"6,000",0.00 %
,explosion (no fire),,,,,,,,,,,,,,,,,
,Blasting agent explosion,,,,,,,,,,,,,,,,,
242,,1,0.00 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,(no fire),,,,,,,,,,,,,,,,,
,Fireworks explosion (no,,,,,,,,,,,,,,,,,
243,,47,0.01 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,701,0.00 %,6,0.00 %,707,0.00 %
,fire),,,,,,,,,,,,,,,,,
,Page 6 of 18,,,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:34:56 EDT 2013,Thu Mar 14 07:34:56 EDT 2013,Thu Mar 14 07:34:56 EDT 2013
