Name: “Table 1 of 1 on page 9 of 18”,Name: “Table 1 of 1 on page 9 of 18”,Name: “Table 1 of 1 on page 9 of 18”,Name: “Table 1 of 1 on page 9 of 18”,Name: “Table 1 of 1 on page 9 of 18”,Name: “Table 1 of 1 on page 9 of 18”,Name: “Table 1 of 1 on page 9 of 18”,Name: “Table 1 of 1 on page 9 of 18”,Name: “Table 1 of 1 on page 9 of 18”,Name: “Table 1 of 1 on page 9 of 18”,Name: “Table 1 of 1 on page 9 of 18”,Name: “Table 1 of 1 on page 9 of 18”,Name: “Table 1 of 1 on page 9 of 18”,Name: “Table 1 of 1 on page 9 of 18”,Name: “Table 1 of 1 on page 9 of 18”,Name: “Table 1 of 1 on page 9 of 18”,Name: “Table 1 of 1 on page 9 of 18”,Name: “Table 1 of 1 on page 9 of 18”,Name: “Table 1 of 1 on page 9 of 18”
Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9
,,,,,,,,,,,,,,,,,,
Tally,,,,,,,,,,,,,,,,,,
,Selected Coded Field: Basic: Incident Type,Selected Coded Field: Basic: Incident Type,Selected Coded Field: Basic: Incident Type,Selected Coded Field: Basic: Incident Type,Selected Coded Field: Basic: Incident Type,Selected Coded Field: Basic: Incident Type,,,,,,,,,,,,
,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,,,,,,,,,,,
CODE,Description,FREQ,FREQ,EXPs,CIV,CIV,CIV,CIV,FF,FF,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
,,,%,,DTHS,DTHS,INJS,INJS,DTHS,DTHS,INJS,INJS,,LOSS,,LOSS,,LOSS
,,,,,,%,,%,,%,,%,,%,,%,,%
,Extrication of victim(s),,,,,,,,,,,,,,,,,
357,,61,0.01 %,0,0,0.00 %,2,0.32 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,from machinery,,,,,,,,,,,,,,,,,
,Water & ice related,,,,,,,,,,,,,,,,,
360,,92,0.01 %,0,0,0.00 %,0,0.00 %,1,25.00 %,4,0.58 %,0,0.00 %,0,0.00 %,0,0.00 %
,"rescue, other",,,,,,,,,,,,,,,,,
,Swimming/recreational,,,,,,,,,,,,,,,,,
361,,55,0.01 %,0,0,0.00 %,0,0.00 %,0,0.00 %,1,0.14 %,0,0.00 %,0,0.00 %,0,0.00 %
,water areas rescue,,,,,,,,,,,,,,,,,
362,Ice rescue,0,0.00 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
363,Swift water rescue,77,0.01 %,0,0,0.00 %,0,0.00 %,0,0.00 %,2,0.29 %,"13,000",0.01 %,0,0.00 %,"13,000",0.00 %
364,Surf rescue,15,0.00 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
365,Watercraft rescue,138,0.02 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"2,500",0.00 %,0,0.00 %,"2,500",0.00 %
370,"Electrical rescue, other",8,0.00 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"15,000",0.01 %,0,0.00 %,"15,000",0.01 %
,Electrocution or potential,,,,,,,,,,,,,,,,,
371,,25,0.00 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,electrocution,,,,,,,,,,,,,,,,,
,Trapped by power lines,,,,,,,,,,,,,,,,,
372,,9,0.00 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
381,Rescue or EMS standby,"1,414",0.19 %,0,0,0.00 %,3,0.48 %,0,0.00 %,1,0.14 %,0,0.00 %,0,0.00 %,0,0.00 %
,Page 9 of 18,,,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:38:30 EDT 2013,Thu Mar 14 07:38:30 EDT 2013,Thu Mar 14 07:38:30 EDT 2013
