Name: “Table 1 of 1 on page 2 of 18”,Name: “Table 1 of 1 on page 2 of 18”,Name: “Table 1 of 1 on page 2 of 18”,Name: “Table 1 of 1 on page 2 of 18”,Name: “Table 1 of 1 on page 2 of 18”,Name: “Table 1 of 1 on page 2 of 18”,Name: “Table 1 of 1 on page 2 of 18”,Name: “Table 1 of 1 on page 2 of 18”,Name: “Table 1 of 1 on page 2 of 18”,Name: “Table 1 of 1 on page 2 of 18”,Name: “Table 1 of 1 on page 2 of 18”,Name: “Table 1 of 1 on page 2 of 18”,Name: “Table 1 of 1 on page 2 of 18”,Name: “Table 1 of 1 on page 2 of 18”,Name: “Table 1 of 1 on page 2 of 18”,Name: “Table 1 of 1 on page 2 of 18”,Name: “Table 1 of 1 on page 2 of 18”,Name: “Table 1 of 1 on page 2 of 18”,Name: “Table 1 of 1 on page 2 of 18”
Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2
,,,,,,,,,,,,,,,,,,
Tally,,,,,,,,,,,,,,,,,,
,Selected Coded Field: Basic: Incident Type,Selected Coded Field: Basic: Incident Type,Selected Coded Field: Basic: Incident Type,Selected Coded Field: Basic: Incident Type,Selected Coded Field: Basic: Incident Type,Selected Coded Field: Basic: Incident Type,,,,,,,,,,,,
,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,Report Period: From 01/01/2012 to 12/31/2012,,,,,,,,,,,
CODE,Description,FREQ,FREQ,EXPs,CIV,CIV,CIV,CIV,FF,FF,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
,,,%,,DTHS,DTHS,INJS,INJS,DTHS,DTHS,INJS,INJS,,LOSS,,LOSS,,LOSS
,,,,,,%,,%,,%,,%,,%,,%,,%
100,"Fire, other","1,042",0.14 %,4,4,3.10 %,10,1.59 %,0,0.00 %,20,2.90 %,"2,349,689",1.08 %,"580,818",0.85 %,"2,930,507",1.03 %
111,Building fires,"4,742",0.63 %,157,37,28.68 %,267,42.58 %,1,25.00 %,206,29.86 %,"127,131,569",58.70 %,"59,077,582",86.91 %,"186,209,151",65.44 %
,Fires in structures other,,,,,,,,,,,,,,,,,
112,than in a building,260,0.03 %,16,0,0.00 %,5,0.80 %,0,0.00 %,2,0.29 %,"3,780,782",1.75 %,"1,180,690",1.74 %,"4,961,472",1.74 %
,"Cooking fire, confined to",,,,,,,,,,,,,,,,,
113,,"2,505",0.33 %,1,0,0.00 %,45,7.18 %,0,0.00 %,4,0.58 %,"377,403",0.17 %,"615,751",0.91 %,"993,154",0.35 %
,container,,,,,,,,,,,,,,,,,
,"Chimney or flue fire,",,,,,,,,,,,,,,,,,
114,confined to chimney or,821,0.11 %,1,0,0.00 %,3,0.48 %,0,0.00 %,1,0.14 %,"150,072",0.07 %,"61,437",0.09 %,"211,509",0.07 %
,flue,,,,,,,,,,,,,,,,,
,Incinerator overload or,,,,,,,,,,,,,,,,,
115,"malfunction, fire confined",26,0.00 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"6,500",0.00 %,"2,900",0.00 %,"9,400",0.00 %
,Fuel burner/boiler,,,,,,,,,,,,,,,,,
116,"malfunction, fire confined",126,0.02 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"34,221",0.02 %,"45,111",0.07 %,"79,332",0.03 %
,Commercial Compactor,,,,,,,,,,,,,,,,,
117,"fire, confined to rubbish",23,0.00 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"6,500",0.00 %,101,0.00 %,"6,601",0.00 %
,"Trash or rubbish fire,",,,,,,,,,,,,,,,,,
118,,517,0.07 %,3,0,0.00 %,4,0.64 %,0,0.00 %,2,0.29 %,"35,028",0.02 %,"27,954",0.04 %,"62,982",0.02 %
,contained,,,,,,,,,,,,,,,,,
,Fire in mobile prop. used,,,,,,,,,,,,,,,,,
120,"as a fixed struc., other",16,0.00 %,0,1,0.78 %,0,0.00 %,0,0.00 %,0,0.00 %,"89,000",0.04 %,"43,301",0.06 %,"132,301",0.05 %
,Fire in mobile home used,,,,,,,,,,,,,,,,,
121,as fixed residence,152,0.02 %,4,4,3.10 %,12,1.91 %,0,0.00 %,4,0.58 %,"1,682,680",0.78 %,"578,800",0.85 %,"2,261,480",0.79 %
,Page 2 of 18,,,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:34:55 EDT 2013,Thu Mar 14 07:34:55 EDT 2013,Thu Mar 14 07:34:55 EDT 2013
