Name: “Table 1 of 1 on page 15 of 80”,Name: “Table 1 of 1 on page 15 of 80”,Name: “Table 1 of 1 on page 15 of 80”,Name: “Table 1 of 1 on page 15 of 80”
Table: 15,Table: 15,Table: 15,Table: 15
,,,
OMB NO. 1810-0614,,,Page 15
1.3.1.1 Student Academic Achievement in Mathematics - Grade 3,1.3.1.1 Student Academic Achievement in Mathematics - Grade 3,,
,,,Percentage of
,# Students Who Received a,# Students,Students
,Valid Score and for Whom a Proficiency,Scoring at or,Scoring at or
Grade 3,Level Was Assigned,Above Proficient,Above Proficient
All students,"92,753","84,410",91.0
American Indian or Alaskan Native,293,258,88.1
Asian,"5,857","5,654",96.5
Black or African American,"21,615","18,070",83.6
Hispanic or Latino,"11,582","10,206",88.1
Native Hawaiian or other Pacific Islander,132,125,94.7
White,"49,081","46,230",94.2
Two or more races,"4,193","3,867",92.2
Children with disabilities (IDEA),"12,203","9,040",74.1
Limited English proficient (LEP) students,"9,422","8,015",85.1
Economically disadvantaged students,"38,303","32,559",85.0
Migratory students,37,29,78.4
Male,"47,506","42,893",90.3
Female,"45,247","41,517",91.8
Comments:,,,
1.3.2.1 Student Academic Achievement in Reading/Language Arts - Grade 3,1.3.2.1 Student Academic Achievement in Reading/Language Arts - Grade 3,,
,,,Percentage of
,# Students Who Received a,# Students,Students
,Valid Score and for Whom a Proficiency,Scoring at or,Scoring at or
Grade 3,Level Was Assigned,Above Proficient,Above Proficient
All students,"92,547","76,815",83.0
American Indian or Alaskan Native,296,231,78.0
Asian,"5,715","5,136",89.9
Black or African American,"21,657","15,596",72.0
Hispanic or Latino,"11,441","8,688",75.9
Native Hawaiian or other Pacific Islander,132,111,84.1
White,"49,105","43,401",88.4
Two or more races,"4,201","3,652",86.9
Children with disabilities (IDEA),"12,208","7,860",64.4
Limited English proficient (LEP) students,"9,032","6,217",68.8
Economically disadvantaged students,"38,164","28,077",73.6
Migratory students,34,25,73.5
Male,"47,403","38,344",80.9
Female,"45,144","38,471",85.2
Comments:,,,
