Name: “Table 1 of 1 on page 17 of 80”,Name: “Table 1 of 1 on page 17 of 80”,Name: “Table 1 of 1 on page 17 of 80”,Name: “Table 1 of 1 on page 17 of 80”
Table: 17,Table: 17,Table: 17,Table: 17
,,,
OMB NO. 1810-0614,,,Page 17
1.3.1.2 Student Academic Achievement in Mathematics - Grade 4,1.3.1.2 Student Academic Achievement in Mathematics - Grade 4,,
,,,Percentage of
,# Students Who Received a,# Students,Students
,Valid Score and for Whom a Proficiency,Scoring at or,Scoring at or
Grade 4,Level Was Assigned,Above Proficient,Above Proficient
All students,"93,347","82,613",88.5
American Indian or Alaskan Native,266,238,89.5
Asian,"5,736","5,461",95.2
Black or African American,"21,747","17,373",79.9
Hispanic or Latino,"10,924","9,148",83.7
Native Hawaiian or other Pacific Islander,132,126,95.5
White,"50,490","46,630",92.4
Two or more races,"4,052","3,637",89.8
Children with disabilities (IDEA),"12,608","8,861",70.3
Limited English proficient (LEP) students,"6,942","5,302",76.4
Economically disadvantaged students,"37,637","30,497",81.0
Migratory students,35,25,71.4
Male,"47,618","41,984",88.2
Female,"45,729","40,629",88.8
Comments:,,,
1.3.2.2 Student Academic Achievement in Reading/Language Arts - Grade 4,1.3.2.2 Student Academic Achievement in Reading/Language Arts - Grade 4,,
,,,Percentage of
,# Students Who Received a,# Students,Students
,Valid Score and for Whom a Proficiency,Scoring at or,Scoring at or
Grade 4,Level Was Assigned,Above Proficient,Above Proficient
All students,"93,137","80,899",86.9
American Indian or Alaskan Native,263,225,85.6
Asian,"5,611","5,221",93.0
Black or African American,"21,731","16,731",77.0
Hispanic or Latino,"10,813","8,760",81.0
Native Hawaiian or other Pacific Islander,131,118,90.1
White,"50,536","46,249",91.5
Two or more races,"4,052","3,595",88.7
Children with disabilities (IDEA),"12,601","8,650",68.6
Limited English proficient (LEP) students,"6,568","4,649",70.8
Economically disadvantaged students,"37,450","29,301",78.2
Migratory students,31,21,67.7
Male,"47,525","40,266",84.7
Female,"45,612","40,633",89.1
Comments:,,,
