Name: “Table 1 of 1 on page 22 of 80”,Name: “Table 1 of 1 on page 22 of 80”,Name: “Table 1 of 1 on page 22 of 80”,Name: “Table 1 of 1 on page 22 of 80”
Table: 22,Table: 22,Table: 22,Table: 22
,,,
OMB NO. 1810-0614,,,Page 22
1.3.3.4 Student Academic Achievement in Science - Grade 6,1.3.3.4 Student Academic Achievement in Science - Grade 6,,
,,,Percentage of
,# Students Who Received a,# Students,Students
,Valid Score and for Whom a Proficiency,Scoring at or,Scoring at or
Grade 6,Level Was Assigned,Above Proficient,Above Proficient
All students,,,
American Indian or Alaskan Native,,,
Asian,,,
Black or African American,,,
Hispanic or Latino,,,
Native Hawaiian or other Pacific Islander,,,
White,,,
Two or more races,,,
Children with disabilities (IDEA),,,
Limited English proficient (LEP) students,,,
Economically disadvantaged students,,,
Migratory students,,,
Male,,,
Female,,,
Comments: Virginia does not administer the Standards of Learning assessments in science for grade 6.,Comments: Virginia does not administer the Standards of Learning assessments in science for grade 6.,Comments: Virginia does not administer the Standards of Learning assessments in science for grade 6.,
