Name: “Table 1 of 1 on page 19 of 80”,Name: “Table 1 of 1 on page 19 of 80”,Name: “Table 1 of 1 on page 19 of 80”,Name: “Table 1 of 1 on page 19 of 80”
Table: 19,Table: 19,Table: 19,Table: 19
,,,
OMB NO. 1810-0614,,,Page 19
1.3.1.3 Student Academic Achievement in Mathematics - Grade 5,1.3.1.3 Student Academic Achievement in Mathematics - Grade 5,,
,,,Percentage of
,# Students Who Received a,# Students,Students
,Valid Score and for Whom a Proficiency,Scoring at or,Scoring at or
Grade 5,Level Was Assigned,Above Proficient,Above Proficient
All students,"88,557","78,511",88.7
American Indian or Alaskan Native,276,241,87.3
Asian,"4,704","4,477",95.2
Black or African American,"21,982","17,970",81.7
Hispanic or Latino,"10,142","8,678",85.6
Native Hawaiian or other Pacific Islander,106,94,88.7
White,"47,701","43,783",91.8
Two or more races,"3,646","3,268",89.6
Children with disabilities (IDEA),"12,342","8,626",69.9
Limited English proficient (LEP) students,"5,823","4,542",78.0
Economically disadvantaged students,"36,704","30,198",82.3
Migratory students,34,25,73.5
Male,"45,302","39,782",87.8
Female,"43,255","38,729",89.5
Comments:,,,
1.3.2.3 Student Academic Achievement in Reading/Language Arts - Grade 5,1.3.2.3 Student Academic Achievement in Reading/Language Arts - Grade 5,,
,,,Percentage of
,# Students Who Received a,# Students,Students
,Valid Score and for Whom a Proficiency,Scoring at or,Scoring at or
Grade 5,Level Was Assigned,Above Proficient,Above Proficient
All students,"93,399","83,305",89.2
American Indian or Alaskan Native,291,264,90.7
Asian,"5,584","5,278",94.5
Black or African American,"22,280","18,249",81.9
Hispanic or Latino,"10,390","8,702",83.8
Native Hawaiian or other Pacific Islander,111,101,91.0
White,"50,824","47,150",92.8
Two or more races,"3,919","3,561",90.9
Children with disabilities (IDEA),"12,528","8,889",71.0
Limited English proficient (LEP) students,"5,527","3,995",72.3
Economically disadvantaged students,"37,018","30,294",81.8
Migratory students,31,22,71.0
Male,"47,934","41,980",87.6
Female,"45,465","41,325",90.9
Comments:,,,
