Name: “Table 1 of 1 on page 26 of 80”,Name: “Table 1 of 1 on page 26 of 80”,Name: “Table 1 of 1 on page 26 of 80”,Name: “Table 1 of 1 on page 26 of 80”
Table: 26,Table: 26,Table: 26,Table: 26
,,,
OMB NO. 1810-0614,,,Page 26
1.3.3.6 Student Academic Achievement in Science - Grade 8,1.3.3.6 Student Academic Achievement in Science - Grade 8,,
,# Students Who Received a,,Percentage of
,Valid Score and for Whom a,# Students,Students
,Proficiency,Scoring at or,Scoring at or
Grade 8,Level Was Assigned,Above Proficient,Above Proficient
All students,"87,224","80,271",92.0
American Indian or Alaskan Native,268,253,94.4
Asian,"5,040","4,790",95.0
Black or African American,"20,373","17,206",84.5
Hispanic or Latino,"9,341","8,009",85.7
Native Hawaiian or other Pacific Islander,106,98,92.5
White,"48,593","46,572",95.8
Two or more races,"3,503","3,343",95.4
Children with disabilities (IDEA),"10,981","7,942",72.3
Limited English proficient (LEP) students,"4,927","3,500",71.0
Economically disadvantaged students,"31,219","26,339",84.4
Migratory students,21,13,61.9
Male,"44,715","41,094",91.9
Female,"42,509","39,177",92.2
"Comments: In Virginia, mathematics instruction is accelerated. There are grade 8 students taking the end-of-course","Comments: In Virginia, mathematics instruction is accelerated. There are grade 8 students taking the end-of-course","Comments: In Virginia, mathematics instruction is accelerated. There are grade 8 students taking the end-of-course","Comments: In Virginia, mathematics instruction is accelerated. There are grade 8 students taking the end-of-course"
"Algebra I, Algebra II, and Geometry assessments associated with high school courses. Therefore, fewer grade 8","Algebra I, Algebra II, and Geometry assessments associated with high school courses. Therefore, fewer grade 8","Algebra I, Algebra II, and Geometry assessments associated with high school courses. Therefore, fewer grade 8","Algebra I, Algebra II, and Geometry assessments associated with high school courses. Therefore, fewer grade 8"
math assessments are taken than grade 8 science.,math assessments are taken than grade 8 science.,,
