Name: “Table 1 of 1 on page 13 of 80”,Name: “Table 1 of 1 on page 13 of 80”,Name: “Table 1 of 1 on page 13 of 80”,Name: “Table 1 of 1 on page 13 of 80”,Name: “Table 1 of 1 on page 13 of 80”
Table: 13,Table: 13,Table: 13,Table: 13,Table: 13
,,,,
OMB NO. 1810-0614,,,,Page 13
1.2.5 Participation of All Students in the Science Assessment,1.2.5 Participation of All Students in the Science Assessment,1.2.5 Participation of All Students in the Science Assessment,1.2.5 Participation of All Students in the Science Assessment,
This section is similar to 1.2.1 and collects data on the State's science assessment.,This section is similar to 1.2.1 and collects data on the State's science assessment.,This section is similar to 1.2.1 and collects data on the State's science assessment.,This section is similar to 1.2.1 and collects data on the State's science assessment.,
,# Students,# Students,# Students,Percentage of Students
Student Group,Enrolled,Enrolled,Participating,Participating
All students,"517,895",,"512,444",>97
American Indian or Alaskan Native,"1,713",,,>97
Asian,"30,738",,,>97
Black or African American,"122,474",,,>97
Hispanic or Latino,"55,677",,"53,442",96.0
Native Hawaiian or other Pacific,,,,
Islander,679,,,>97
White,"285,994",,,>97
Two or more races,"20,620",,,>97
Children with disabilities (IDEA),"59,358",,,>97
Limited English proficient (LEP),,,,
students,"29,219",,"26,207",89.7
Economically disadvantaged students,"181,722",,,>97
Migratory students,122,,109,89.3
Male,"261,813",,,>97
Female,"256,082",,,>97
Comments:,,,,
Source – Manual input by the SEA using the online collection tool.,Source – Manual input by the SEA using the online collection tool.,Source – Manual input by the SEA using the online collection tool.,Source – Manual input by the SEA using the online collection tool.,
1.2.6 Participation of Students with Disabilities in Science Assessment,1.2.6 Participation of Students with Disabilities in Science Assessment,1.2.6 Participation of Students with Disabilities in Science Assessment,1.2.6 Participation of Students with Disabilities in Science Assessment,
This section is similar to 1.2.2 and collects data on the State's science assessment.,This section is similar to 1.2.2 and collects data on the State's science assessment.,This section is similar to 1.2.2 and collects data on the State's science assessment.,This section is similar to 1.2.2 and collects data on the State's science assessment.,
The data provided should include science participation results from all students with disabilities as defined under the,The data provided should include science participation results from all students with disabilities as defined under the,The data provided should include science participation results from all students with disabilities as defined under the,The data provided should include science participation results from all students with disabilities as defined under the,The data provided should include science participation results from all students with disabilities as defined under the
Individuals with Disabilities Education Act (IDEA). Do not include former students with disabilities (IDEA). Do not,Individuals with Disabilities Education Act (IDEA). Do not include former students with disabilities (IDEA). Do not,Individuals with Disabilities Education Act (IDEA). Do not include former students with disabilities (IDEA). Do not,Individuals with Disabilities Education Act (IDEA). Do not include former students with disabilities (IDEA). Do not,Individuals with Disabilities Education Act (IDEA). Do not include former students with disabilities (IDEA). Do not
include students only covered under Section 504 of the Rehabilitation Act of 1973.,include students only covered under Section 504 of the Rehabilitation Act of 1973.,include students only covered under Section 504 of the Rehabilitation Act of 1973.,include students only covered under Section 504 of the Rehabilitation Act of 1973.,
,,# Children with,# Children with,Percentage of Children with Disabilities
,,Disabilities (IDEA),Disabilities (IDEA),"(IDEA) Participating, Who Took the"
Type of Assessment,,Participating,Participating,Specified Assessment
Regular Assessment without Accommodations,Regular Assessment without Accommodations,"25,265","25,265",43.3
Regular Assessment with Accommodations,Regular Assessment with Accommodations,"28,346","28,346",48.6
Alternate Assessment Based on Grade-Level,Alternate Assessment Based on Grade-Level,,,
Achievement Standards,,651,,"
    "
Alternate Assessment Based on Modified,Alternate Assessment Based on Modified,,,
Achievement Standards,,,,
Alternate Assessment Based on Alternate,Alternate Assessment Based on Alternate,,,
Achievement Standards,,"4,096",,7.0
Total,,"58,358","58,358",
Comments:,,,,
