Name: “Table 1 of 1 on page 28 of 80”,Name: “Table 1 of 1 on page 28 of 80”,Name: “Table 1 of 1 on page 28 of 80”,Name: “Table 1 of 1 on page 28 of 80”
Table: 28,Table: 28,Table: 28,Table: 28
,,,
OMB NO. 1810-0614,,,Page 28
1.3.3.7 Student Academic Achievement in Science - High School,1.3.3.7 Student Academic Achievement in Science - High School,,
,,,Percentage of
,# Students Who Received a,# Students,Students
,Valid Score and for Whom a Proficiency,Scoring at or,Scoring at or
High School,Level Was Assigned,Above Proficient,Above Proficient
All students,"241,748","219,192",90.7
American Indian or Alaskan Native,842,763,90.6
Asian,"14,085","13,316",94.5
Black or African American,"57,181","46,705",81.7
Hispanic or Latino,"23,941","20,169",84.2
Native Hawaiian or other Pacific Islander,329,304,92.4
White,"136,463","129,589",95.0
Two or more races,"8,907","8,346",93.7
Children with disabilities (IDEA),"23,118","16,240",70.2
Limited English proficient (LEP) students,"8,957","6,226",69.5
Economically disadvantaged students,"73,592","60,361",82.0
Migratory students,31,23,74.2
Male,"120,046","109,142",90.9
Female,"121,702","110,050",90.4
Comments:,,,
