Name: “Table 1 of 1 on page 39 of 85”,Name: “Table 1 of 1 on page 39 of 85”,Name: “Table 1 of 1 on page 39 of 85”,Name: “Table 1 of 1 on page 39 of 85”,Name: “Table 1 of 1 on page 39 of 85”,Name: “Table 1 of 1 on page 39 of 85”,Name: “Table 1 of 1 on page 39 of 85”,Name: “Table 1 of 1 on page 39 of 85”,Name: “Table 1 of 1 on page 39 of 85”,Name: “Table 1 of 1 on page 39 of 85”,Name: “Table 1 of 1 on page 39 of 85”,Name: “Table 1 of 1 on page 39 of 85”,Name: “Table 1 of 1 on page 39 of 85”,Name: “Table 1 of 1 on page 39 of 85”
Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2007,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
09305,Rushmere Vol. Fire Dept.,Rushmere Vol. Fire Dept.,,,,,,,,,,,
Count,1,1,4,5,1,4,2,3,1,6,5,4,37
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,2,3,1,0,5,2,4,2,4,9,3,37
09500,James City Co. Fire Department,James City Co. Fire Department,James City Co. Fire Department,,,,,,,,,,
Count,651,598,650,699,728,722,767,772,594,680,601,579,"8,041"
Exposures,0,1,3,0,0,0,0,0,0,0,0,1,5
Aid Given,37,40,49,52,52,61,66,63,46,51,45,40,602
09702,LOWER KING & QUEEN VFD,LOWER KING & QUEEN VFD,LOWER KING & QUEEN VFD,,,,,,,,,,
Count,1,3,2,6,2,6,3,3,9,7,7,3,52
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,0,0,1,0,0,0,0,0,1,4,0,9
09704,WALKERTON VOL. FIRE DEPT.,WALKERTON VOL. FIRE DEPT.,WALKERTON VOL. FIRE DEPT.,,,,,,,,,,
Count,6,0,0,0,0,0,0,0,0,0,0,0,6
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
09900,KING GEORGE EMERGENCY,KING GEORGE EMERGENCY,KING GEORGE EMERGENCY,,,,,,,,,,
Count,89,94,94,88,92,80,125,103,74,81,72,91,"1,083"
Exposures,0,0,0,0,0,0,0,0,0,1,0,2,3
Aid Given,5,9,4,9,5,7,10,5,14,7,5,4,84
10103,WEST POINT VOL. FIRE DEPT.,WEST POINT VOL. FIRE DEPT.,WEST POINT VOL. FIRE DEPT.,,,,,,,,,,
Count,18,0,0,0,0,0,0,0,0,0,0,0,18
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,0,0,0,0,0,0,0,0,0,0,1
Page 39 of 85,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,5/19/08 10:30:28 AM,5/19/08 10:30:28 AM
