Name: “Table 1 of 1 on page 7 of 85”,Name: “Table 1 of 1 on page 7 of 85”,Name: “Table 1 of 1 on page 7 of 85”,Name: “Table 1 of 1 on page 7 of 85”,Name: “Table 1 of 1 on page 7 of 85”,Name: “Table 1 of 1 on page 7 of 85”,Name: “Table 1 of 1 on page 7 of 85”,Name: “Table 1 of 1 on page 7 of 85”,Name: “Table 1 of 1 on page 7 of 85”,Name: “Table 1 of 1 on page 7 of 85”,Name: “Table 1 of 1 on page 7 of 85”,Name: “Table 1 of 1 on page 7 of 85”,Name: “Table 1 of 1 on page 7 of 85”,Name: “Table 1 of 1 on page 7 of 85”
Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2007,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
00901,AMHERST VOL. FIRE DEPT.,AMHERST VOL. FIRE DEPT.,,,,,,,,,,,
Count,18,9,19,14,15,8,14,16,14,15,11,23,176
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,4,7,8,5,3,3,4,2,5,5,9,57
00902,MONELISON VOLUNTEER FIRE,MONELISON VOLUNTEER FIRE,MONELISON VOLUNTEER FIRE,,,,,,,,,,
Count,20,43,38,32,29,35,17,40,26,34,27,33,374
Exposures,0,1,0,0,0,0,0,0,0,0,0,3,4
Aid Given,3,6,7,8,3,1,6,0,1,8,5,10,58
00903,Pedlar Fire & Rescue,Pedlar Fire & Rescue,,,,,,,,,,,
Count,4,2,4,1,2,2,1,5,5,2,1,3,32
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,2,4,2,3,5,2,0,1,3,5,28
01101,APPOMATTOX VOL. FIRE DEPT.,APPOMATTOX VOL. FIRE DEPT.,APPOMATTOX VOL. FIRE DEPT.,,,,,,,,,,
Count,14,28,19,31,19,17,23,31,23,16,22,48,291
Exposures,0,0,1,2,0,0,0,0,0,0,0,0,3
Aid Given,0,1,1,2,0,0,2,2,0,3,1,0,12
01300,ARLINGTON CO. FIRE DEPT.,ARLINGTON CO. FIRE DEPT.,ARLINGTON CO. FIRE DEPT.,,,,,,,,,,
Count,"1,844","1,836","1,827","1,951","2,063","1,927","2,095","2,009","1,895","2,018","1,748","1,719","22,932"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,186,206,224,182,211,184,200,190,196,218,169,163,"2,329"
01502,DEERFIELD VOL. FIRE DEPT.,DEERFIELD VOL. FIRE DEPT.,DEERFIELD VOL. FIRE DEPT.,,,,,,,,,,
Count,3,12,14,7,11,14,10,6,6,10,6,11,110
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,1,0,1,0,0,1,0,0,0,0,3
Page 7 of 85,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,5/19/08 10:30:20 AM,5/19/08 10:30:20 AM
