Name: “Table 1 of 1 on page 65 of 85”,Name: “Table 1 of 1 on page 65 of 85”,Name: “Table 1 of 1 on page 65 of 85”,Name: “Table 1 of 1 on page 65 of 85”,Name: “Table 1 of 1 on page 65 of 85”,Name: “Table 1 of 1 on page 65 of 85”,Name: “Table 1 of 1 on page 65 of 85”,Name: “Table 1 of 1 on page 65 of 85”,Name: “Table 1 of 1 on page 65 of 85”,Name: “Table 1 of 1 on page 65 of 85”,Name: “Table 1 of 1 on page 65 of 85”,Name: “Table 1 of 1 on page 65 of 85”,Name: “Table 1 of 1 on page 65 of 85”,Name: “Table 1 of 1 on page 65 of 85”
Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2007,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
16903,Gate City,,,,,,,,,,,,
Count,10,10,14,7,11,4,8,11,5,12,15,5,112
Exposures,0,1,0,0,0,0,0,0,0,0,0,0,1
Aid Given,0,5,5,1,6,3,4,2,5,5,0,5,41
16905,Nickelsville Fire,,,,,,,,,,,,
Count,0,0,2,0,0,0,1,0,0,1,0,3,7
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
16906,Weber City Fire,,,,,,,,,,,,
Count,6,11,13,14,9,6,9,15,11,10,7,11,122
Exposures,0,1,0,0,0,0,0,0,0,0,0,0,1
Aid Given,3,4,5,2,5,1,1,1,0,6,2,1,31
16907,Ft. Blackmore Fire,Ft. Blackmore Fire,,,,,,,,,,,
Count,5,10,5,5,4,3,2,13,14,12,13,8,94
Exposures,0,0,0,0,0,0,0,1,0,0,0,0,1
Aid Given,0,0,5,1,1,1,0,1,0,2,0,3,14
17109,TOMS BROOK,,,,,,,,,,,,
Count,20,23,26,17,23,25,0,0,0,0,0,0,134
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,31,34,41,35,41,32,0,0,0,0,0,0,214
17112,WOODSTOCK FIRE DEPT.,WOODSTOCK FIRE DEPT.,,,,,,,,,,,
Count,40,50,55,39,32,49,24,34,39,31,30,50,473
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,5,5,4,6,9,7,6,6,4,5,7,69
Page 65 of 85,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,5/19/08 10:30:37 AM,5/19/08 10:30:37 AM
