Name: “Table 1 of 1 on page 67 of 85”,Name: “Table 1 of 1 on page 67 of 85”,Name: “Table 1 of 1 on page 67 of 85”,Name: “Table 1 of 1 on page 67 of 85”,Name: “Table 1 of 1 on page 67 of 85”,Name: “Table 1 of 1 on page 67 of 85”,Name: “Table 1 of 1 on page 67 of 85”,Name: “Table 1 of 1 on page 67 of 85”,Name: “Table 1 of 1 on page 67 of 85”,Name: “Table 1 of 1 on page 67 of 85”,Name: “Table 1 of 1 on page 67 of 85”,Name: “Table 1 of 1 on page 67 of 85”,Name: “Table 1 of 1 on page 67 of 85”,Name: “Table 1 of 1 on page 67 of 85”
Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2007,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
17302,ATKINS VOL. FIRE DEPT.,ATKINS VOL. FIRE DEPT.,,,,,,,,,,,
Count,8,11,14,3,10,17,11,8,4,14,10,6,116
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
17303,CHILHOWIE FIRE DEPARTMENT,CHILHOWIE FIRE DEPARTMENT,CHILHOWIE FIRE DEPARTMENT,,,,,,,,,,
Count,60,69,88,71,75,68,71,105,69,80,75,81,912
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,7,1,6,1,2,0,0,0,0,0,0,0,17
17304,MARION VOL. FIRE DEPT.,MARION VOL. FIRE DEPT.,,,,,,,,,,,
Count,16,15,18,16,12,14,13,15,14,16,20,16,185
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,1,0,0,0,0,1,0,0,0,0,3
17305,NEBO VOL. FIRE DEPT.,NEBO VOL. FIRE DEPT.,,,,,,,,,,,
Count,2,2,5,2,4,6,5,5,3,6,6,3,49
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
17306,SALTVILLE VOL. FIRE DEPT.,SALTVILLE VOL. FIRE DEPT.,SALTVILLE VOL. FIRE DEPT.,,,,,,,,,,
Count,3,13,17,3,11,3,10,6,4,6,9,7,92
Exposures,0,0,0,0,0,0,0,1,0,0,1,0,2
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
17307,SUGAR GROVE VOL. FIRE DEPT.,SUGAR GROVE VOL. FIRE DEPT.,SUGAR GROVE VOL. FIRE DEPT.,,,,,,,,,,
Count,5,4,2,6,2,5,5,1,2,2,1,3,38
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
Page 67 of 85,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,5/19/08 10:30:38 AM,5/19/08 10:30:38 AM
