Name: “Table 1 of 1 on page 53 of 85”,Name: “Table 1 of 1 on page 53 of 85”,Name: “Table 1 of 1 on page 53 of 85”,Name: “Table 1 of 1 on page 53 of 85”,Name: “Table 1 of 1 on page 53 of 85”,Name: “Table 1 of 1 on page 53 of 85”,Name: “Table 1 of 1 on page 53 of 85”,Name: “Table 1 of 1 on page 53 of 85”,Name: “Table 1 of 1 on page 53 of 85”,Name: “Table 1 of 1 on page 53 of 85”,Name: “Table 1 of 1 on page 53 of 85”,Name: “Table 1 of 1 on page 53 of 85”,Name: “Table 1 of 1 on page 53 of 85”,Name: “Table 1 of 1 on page 53 of 85”
Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2007,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
14108,WOOLWINE VOL. FIRE DEPT.,WOOLWINE VOL. FIRE DEPT.,WOOLWINE VOL. FIRE DEPT.,,,,,,,,,,
Count,10,8,11,7,2,2,4,8,16,8,3,7,86
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,6,2,2,0,0,0,0,0,2,1,0,13
14109,FAIRYSTONE VOL. FIRE DEPT.,FAIRYSTONE VOL. FIRE DEPT.,FAIRYSTONE VOL. FIRE DEPT.,,,,,,,,,,
Count,4,9,3,4,2,6,3,2,2,4,5,6,50
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,3,1,1,0,0,0,0,0,0,1,1,7
14110,PATRICK SPRINGS FIRE DEPT.,PATRICK SPRINGS FIRE DEPT.,PATRICK SPRINGS FIRE DEPT.,,,,,,,,,,
Count,7,9,13,12,10,14,11,16,14,15,7,8,136
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,6,1,0,1,1,1,0,0,1,0,1,13
14301,RICEVILLE/JAVA,RICEVILLE/JAVA,,,,,,,,,,,
Count,3,3,3,5,3,4,1,7,5,5,2,4,45
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,1,0,1,2,0,0,0,0,1,1,0,7
14302,HURT Volunteer Fire Department,HURT Volunteer Fire Department,HURT Volunteer Fire Department,,,,,,,,,,
Count,16,27,10,16,15,11,16,6,17,11,16,14,175
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,5,6,2,2,2,1,4,1,0,1,1,26
14303,RENAN,,,,,,,,,,,,
Count,4,6,5,8,4,2,5,3,9,3,6,10,65
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,4,1,2,1,0,6,0,1,2,1,1,21
Page 53 of 85,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,5/19/08 10:30:34 AM,5/19/08 10:30:34 AM
