Name: “Table 1 of 1 on page 12 of 85”,Name: “Table 1 of 1 on page 12 of 85”,Name: “Table 1 of 1 on page 12 of 85”,Name: “Table 1 of 1 on page 12 of 85”,Name: “Table 1 of 1 on page 12 of 85”,Name: “Table 1 of 1 on page 12 of 85”,Name: “Table 1 of 1 on page 12 of 85”,Name: “Table 1 of 1 on page 12 of 85”,Name: “Table 1 of 1 on page 12 of 85”,Name: “Table 1 of 1 on page 12 of 85”,Name: “Table 1 of 1 on page 12 of 85”,Name: “Table 1 of 1 on page 12 of 85”,Name: “Table 1 of 1 on page 12 of 85”,Name: “Table 1 of 1 on page 12 of 85”
Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2007,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
02102,CERES VOL. FIRE DEPT.,CERES VOL. FIRE DEPT.,,,,,,,,,,,
Count,1,3,1,0,0,0,0,0,0,0,1,0,6
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
02103,ROCKY GAP VOL. FIRE DEPT.,ROCKY GAP VOL. FIRE DEPT.,ROCKY GAP VOL. FIRE DEPT.,,,,,,,,,,
Count,3,1,1,0,0,0,0,0,0,0,0,0,5
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,0,0,0,0,0,0,0,0,0,0,1
02105,HOLLYBROOK-MECHANICSBURG,HOLLYBROOK-MECHANICSBURG,HOLLYBROOK-MECHANICSBURG,,,,,,,,,,
Count,0,0,5,1,0,0,0,0,0,1,3,2,12
Exposures,0,1,0,0,0,0,0,0,0,0,0,0,1
Aid Given,1,3,2,0,0,0,0,0,0,0,1,0,7
02106,Little Creek Vol. Fire Dept.,Little Creek Vol. Fire Dept.,,,,,,,,,,,
Count,0,3,1,1,1,0,0,1,0,0,1,0,8
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,2,0,0,0,0,0,0,0,0,0,2
02301,Blue Ridge Volunterr Fire Dept,Blue Ridge Volunterr Fire Dept,Blue Ridge Volunterr Fire Dept,,,,,,,,,,
Count,4,9,9,12,10,13,6,7,0,14,14,10,108
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,9,2,7,0,7,2,4,0,0,0,7,42
02302,TROUTVILLE FIRE DEPARTMENT,TROUTVILLE FIRE DEPARTMENT,TROUTVILLE FIRE DEPARTMENT,,,,,,,,,,
Count,8,8,16,31,30,40,19,28,34,36,23,31,304
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,24,30,15,12,8,3,4,4,5,8,12,11,136
Page 12 of 85,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,5/19/08 10:30:22 AM,5/19/08 10:30:22 AM
