Name: “Table 1 of 1 on page 37 of 85”,Name: “Table 1 of 1 on page 37 of 85”,Name: “Table 1 of 1 on page 37 of 85”,Name: “Table 1 of 1 on page 37 of 85”,Name: “Table 1 of 1 on page 37 of 85”,Name: “Table 1 of 1 on page 37 of 85”,Name: “Table 1 of 1 on page 37 of 85”,Name: “Table 1 of 1 on page 37 of 85”,Name: “Table 1 of 1 on page 37 of 85”,Name: “Table 1 of 1 on page 37 of 85”,Name: “Table 1 of 1 on page 37 of 85”,Name: “Table 1 of 1 on page 37 of 85”,Name: “Table 1 of 1 on page 37 of 85”,Name: “Table 1 of 1 on page 37 of 85”
Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2007,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
08700,HENRICO DIVISION OF FIRE,HENRICO DIVISION OF FIRE,HENRICO DIVISION OF FIRE,,,,,,,,,,
Count,"3,067","2,902","3,190","3,205","3,085","3,193","3,155","3,411","3,048","3,497","3,005","3,228","37,986"
Exposures,0,3,6,6,5,5,3,4,3,1,2,1,39
Aid Given,17,11,13,12,20,20,15,23,23,29,23,20,226
08900,Henry County Public Safety,Henry County Public Safety,,,,,,,,,,,
Count,0,1,0,0,0,0,0,0,0,0,0,0,1
Exposures,0,0,0,0,0,0,0,0,1,0,0,0,1
Aid Given,4,8,4,4,3,8,8,5,5,5,1,8,63
08901,AXTON VOL. FIRE DEPT.,AXTON VOL. FIRE DEPT.,,,,,,,,,,,
Count,13,10,8,7,13,8,12,7,9,8,17,14,126
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,1,2,1,2,1,0,1,0,4,1,2,17
08902,BASSETT VOLUNTEER FIRE,BASSETT VOLUNTEER FIRE,BASSETT VOLUNTEER FIRE,,,,,,,,,,
Count,17,25,26,25,17,26,14,25,20,24,28,21,268
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,5,1,2,3,6,4,2,3,0,1,4,35
08903,COLLINSVILLE VOL. FIRE DEPT.,COLLINSVILLE VOL. FIRE DEPT.,COLLINSVILLE VOL. FIRE DEPT.,,,,,,,,,,
Count,26,36,32,28,28,31,21,32,16,25,34,33,342
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,2,6,7,2,1,2,7,0,3,3,7,41
08904,DYER'S STORE VOL. FIRE DEPT.,DYER'S STORE VOL. FIRE DEPT.,DYER'S STORE VOL. FIRE DEPT.,,,,,,,,,,
Count,6,3,16,4,6,2,3,2,0,0,0,1,43
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,1,2,1,0,0,0,0,0,0,0,4
Page 37 of 85,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,5/19/08 10:30:28 AM,5/19/08 10:30:28 AM
