Name: “Table 1 of 1 on page 56 of 85”,Name: “Table 1 of 1 on page 56 of 85”,Name: “Table 1 of 1 on page 56 of 85”,Name: “Table 1 of 1 on page 56 of 85”,Name: “Table 1 of 1 on page 56 of 85”,Name: “Table 1 of 1 on page 56 of 85”,Name: “Table 1 of 1 on page 56 of 85”,Name: “Table 1 of 1 on page 56 of 85”,Name: “Table 1 of 1 on page 56 of 85”,Name: “Table 1 of 1 on page 56 of 85”,Name: “Table 1 of 1 on page 56 of 85”,Name: “Table 1 of 1 on page 56 of 85”,Name: “Table 1 of 1 on page 56 of 85”,Name: “Table 1 of 1 on page 56 of 85”
Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2007,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
14318,CASCADE VOL. FIRE DEPT.,CASCADE VOL. FIRE DEPT.,,,,,,,,,,,
Count,15,11,15,17,18,7,10,12,12,14,10,7,148
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,3,1,0,0,0,1,1,1,2,3,2,18
14319,KENTUCK VOL. FIRE DEPT.,KENTUCK VOL. FIRE DEPT.,,,,,,,,,,,
Count,11,14,6,15,20,16,14,11,17,13,10,7,154
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,10,2,2,2,2,1,0,0,1,2,4,28
14321,LAUREL GROVE,LAUREL GROVE,,,,,,,,,,,
Count,34,29,31,5,33,27,0,1,1,0,0,0,161
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,5,4,0,0,1,0,0,0,0,0,0,14
14501,POWHATAN CO. VOL. FIRE DEPT.,POWHATAN CO. VOL. FIRE DEPT.,POWHATAN CO. VOL. FIRE DEPT.,,,,,,,,,,
Count,32,65,47,62,57,49,59,57,38,40,47,47,600
Exposures,0,0,2,0,0,0,0,0,1,0,0,0,3
Aid Given,9,15,23,9,9,6,9,22,10,14,12,15,153
14502,HUGUENOT VOL. FIRE DEPT.,HUGUENOT VOL. FIRE DEPT.,HUGUENOT VOL. FIRE DEPT.,,,,,,,,,,
Count,29,38,50,32,35,29,34,39,34,39,39,50,448
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,15,9,14,9,11,5,6,23,10,10,11,9,132
14503,MACON FIRE DEPT.,MACON FIRE DEPT.,,,,,,,,,,,
Count,11,7,9,9,6,7,7,8,1,3,3,6,77
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,2,0,1,0,0,1,1,0,2,0,1,8
Page 56 of 85,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,5/19/08 10:30:35 AM,5/19/08 10:30:35 AM
