Name: “Table 1 of 1 on page 32 of 85”,Name: “Table 1 of 1 on page 32 of 85”,Name: “Table 1 of 1 on page 32 of 85”,Name: “Table 1 of 1 on page 32 of 85”,Name: “Table 1 of 1 on page 32 of 85”,Name: “Table 1 of 1 on page 32 of 85”,Name: “Table 1 of 1 on page 32 of 85”,Name: “Table 1 of 1 on page 32 of 85”,Name: “Table 1 of 1 on page 32 of 85”,Name: “Table 1 of 1 on page 32 of 85”,Name: “Table 1 of 1 on page 32 of 85”,Name: “Table 1 of 1 on page 32 of 85”,Name: “Table 1 of 1 on page 32 of 85”,Name: “Table 1 of 1 on page 32 of 85”
Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2007,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
07500,Goochand Co. Fire/Rescue Dept.,Goochand Co. Fire/Rescue Dept.,Goochand Co. Fire/Rescue Dept.,,,,,,,,,,
Count,64,80,84,56,52,67,58,44,24,28,36,42,635
Exposures,0,1,1,0,0,0,0,0,0,0,0,0,2
Aid Given,6,4,2,3,2,6,7,11,2,5,2,5,55
07701,ELK CREEK VOL. FIRE DEPT.,ELK CREEK VOL. FIRE DEPT.,ELK CREEK VOL. FIRE DEPT.,,,,,,,,,,
Count,2,2,1,2,0,1,1,0,0,2,0,1,12
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,2,1,2,0,0,1,1,0,0,0,0,8
07702,FRIES VOL. FIRE DEPT.,FRIES VOL. FIRE DEPT.,,,,,,,,,,,
Count,7,11,1,0,0,0,0,0,0,0,0,0,19
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,0,0,0,0,0,0,0,0,0,0,1
07703,INDEPENDENCE VOL. FIRE DEPT.,INDEPENDENCE VOL. FIRE DEPT.,INDEPENDENCE VOL. FIRE DEPT.,,,,,,,,,,
Count,6,10,5,6,3,6,3,6,2,9,6,6,68
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,2,0,0,4,3,3,2,0,0,0,1,20
07706,RUGBY FIRE DEPT.,RUGBY FIRE DEPT.,,,,,,,,,,,
Count,1,2,6,3,2,3,1,1,3,5,6,1,34
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,1,2,0,3,1,1,1,0,1,1,1,13
07901,RUCKERSVILLE VOL. FIRE DEPT.,RUCKERSVILLE VOL. FIRE DEPT.,RUCKERSVILLE VOL. FIRE DEPT.,,,,,,,,,,
Count,46,43,39,43,49,37,40,62,47,44,38,32,520
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,2,2,1,0,0,2,1,1,0,1,15,28
Page 32 of 85,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,5/19/08 10:30:26 AM,5/19/08 10:30:26 AM
