Name: “Table 1 of 1 on page 69 of 85”,Name: “Table 1 of 1 on page 69 of 85”,Name: “Table 1 of 1 on page 69 of 85”,Name: “Table 1 of 1 on page 69 of 85”,Name: “Table 1 of 1 on page 69 of 85”,Name: “Table 1 of 1 on page 69 of 85”,Name: “Table 1 of 1 on page 69 of 85”,Name: “Table 1 of 1 on page 69 of 85”,Name: “Table 1 of 1 on page 69 of 85”,Name: “Table 1 of 1 on page 69 of 85”,Name: “Table 1 of 1 on page 69 of 85”,Name: “Table 1 of 1 on page 69 of 85”,Name: “Table 1 of 1 on page 69 of 85”,Name: “Table 1 of 1 on page 69 of 85”
Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2007,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
17900,Stafford Co. Fire & Rescue,Stafford Co. Fire & Rescue,,,,,,,,,,,
Count,960,987,"1,021","1,107","1,065","1,002",473,423,404,587,801,809,"9,639"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
17908,ROCKHILL VOL. FIRE DEPT.,ROCKHILL VOL. FIRE DEPT.,,,,,,,,,,,
Count,8,0,0,0,0,0,0,0,0,0,0,0,8
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
18103,SURRY VOL. FIRE DEPT.,SURRY VOL. FIRE DEPT.,,,,,,,,,,,
Count,6,6,11,2,10,5,10,5,9,10,7,7,88
Exposures,0,0,0,0,1,0,0,0,0,0,0,0,1
Aid Given,0,1,0,0,0,0,0,0,0,0,0,0,1
18302,STONY CREEK VOL. FIRE DEPT.,STONY CREEK VOL. FIRE DEPT.,STONY CREEK VOL. FIRE DEPT.,,,,,,,,,,
Count,8,5,13,13,11,12,12,12,12,4,11,2,115
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,2,0,0,1,0,1,0,1,2,0,7
18303,WAKEFIELD VOL. FIRE DEPT.,WAKEFIELD VOL. FIRE DEPT.,WAKEFIELD VOL. FIRE DEPT.,,,,,,,,,,
Count,6,7,1,7,6,10,16,9,3,6,6,8,85
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,0,2,1,0,1,0,6,3,3,2,4,26
18304,WAVERLY VOL. FIRE DEPT.,WAVERLY VOL. FIRE DEPT.,,,,,,,,,,,
Count,12,15,13,10,7,11,12,10,6,13,11,11,131
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,1,0,1,1,0,1,1,1,1,0,0,8
Page 69 of 85,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,5/19/08 10:30:38 AM,5/19/08 10:30:38 AM
