Name: “Table 1 of 1 on page 62 of 85”,Name: “Table 1 of 1 on page 62 of 85”,Name: “Table 1 of 1 on page 62 of 85”,Name: “Table 1 of 1 on page 62 of 85”,Name: “Table 1 of 1 on page 62 of 85”,Name: “Table 1 of 1 on page 62 of 85”,Name: “Table 1 of 1 on page 62 of 85”,Name: “Table 1 of 1 on page 62 of 85”,Name: “Table 1 of 1 on page 62 of 85”,Name: “Table 1 of 1 on page 62 of 85”,Name: “Table 1 of 1 on page 62 of 85”,Name: “Table 1 of 1 on page 62 of 85”,Name: “Table 1 of 1 on page 62 of 85”,Name: “Table 1 of 1 on page 62 of 85”
Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2007,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
16309,NATURAL BRIDGE VOL. FIRE,NATURAL BRIDGE VOL. FIRE,NATURAL BRIDGE VOL. FIRE,,,,,,,,,,
Count,32,23,19,23,16,16,24,26,26,20,26,21,272
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,7,6,5,10,13,10,14,17,11,18,7,10,128
16500,Headquarters Rockingham County,Headquarters Rockingham County,Headquarters Rockingham County,,,,,,,,,,
Count,73,68,71,70,66,53,79,96,81,122,62,46,887
Exposures,0,1,1,3,0,0,0,0,0,0,1,1,7
Aid Given,36,35,35,33,21,40,23,34,19,21,29,28,354
16501,SINGERS GLEN VOL. FIRE CO.,SINGERS GLEN VOL. FIRE CO.,SINGERS GLEN VOL. FIRE CO.,,,,,,,,,,
Count,1,14,13,6,9,11,9,10,5,7,7,5,97
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,6,2,1,0,0,0,1,0,4,1,1,16
16502,BERGTON VOL. FIRE CO.,BERGTON VOL. FIRE CO.,,,,,,,,,,,
Count,0,7,8,4,3,6,5,3,5,4,2,8,55
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,0,4,2,0,1,1,1,3,0,1,1,17
16503,Elkton Fire Company,Elkton Fire Company,,,,,,,,,,,
Count,66,85,81,72,75,79,58,55,74,35,12,55,747
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,15,19,14,20,21,23,7,13,8,21,9,11,181
16505,Broadway Vol. Fire Dept.,Broadway Vol. Fire Dept.,,,,,,,,,,,
Count,41,47,36,44,41,34,38,31,40,47,29,54,482
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,14,20,15,9,4,5,4,4,4,6,4,8,97
Page 62 of 85,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,5/19/08 10:30:37 AM,5/19/08 10:30:37 AM
