Name: “Table 1 of 1 on page 9 of 85”,Name: “Table 1 of 1 on page 9 of 85”,Name: “Table 1 of 1 on page 9 of 85”,Name: “Table 1 of 1 on page 9 of 85”,Name: “Table 1 of 1 on page 9 of 85”,Name: “Table 1 of 1 on page 9 of 85”,Name: “Table 1 of 1 on page 9 of 85”,Name: “Table 1 of 1 on page 9 of 85”,Name: “Table 1 of 1 on page 9 of 85”,Name: “Table 1 of 1 on page 9 of 85”,Name: “Table 1 of 1 on page 9 of 85”,Name: “Table 1 of 1 on page 9 of 85”,Name: “Table 1 of 1 on page 9 of 85”,Name: “Table 1 of 1 on page 9 of 85”
Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2007,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
01509,DOOMS VOL. FIRE DEPT.,DOOMS VOL. FIRE DEPT.,,,,,,,,,,,
Count,42,55,51,73,57,60,65,66,61,63,48,53,694
Exposures,0,0,0,0,1,0,0,0,0,0,0,0,1
Aid Given,2,5,1,3,7,7,3,9,0,4,6,3,50
01510,AUGUSTA COUNTY FIRE,AUGUSTA COUNTY FIRE,,,,,,,,,,,
Count,104,131,78,74,122,84,97,77,75,91,95,89,"1,117"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,27,28,24,24,19,21,21,23,34,26,25,13,285
01511,PRESTON L. YANCEY VOL. FIRE,PRESTON L. YANCEY VOL. FIRE,PRESTON L. YANCEY VOL. FIRE,,,,,,,,,,
Count,69,83,75,73,63,51,45,78,42,49,39,46,713
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,11,10,8,4,8,14,5,10,5,6,10,7,98
01514,SWOOPE VOL. FIRE DEPT.,SWOOPE VOL. FIRE DEPT.,,,,,,,,,,,
Count,18,17,26,15,21,29,34,16,28,24,16,25,269
Exposures,0,0,0,2,0,0,0,0,1,0,0,0,3
Aid Given,7,19,11,8,7,10,5,4,7,1,6,2,87
01518,NEW HOPE,,,,,,,,,,,,
Count,19,29,19,16,19,24,25,25,19,15,27,21,258
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,2,3,5,1,0,2,4,3,2,5,6,38
01519,DOOMS/WILSON VOL.FIRE DEPT.,DOOMS/WILSON VOL.FIRE DEPT.,DOOMS/WILSON VOL.FIRE DEPT.,,,,,,,,,,
Count,20,26,15,24,10,20,17,20,13,10,15,13,203
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,3,4,5,5,2,5,5,4,3,5,8,53
Page 9 of 85,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,5/19/08 10:30:20 AM,5/19/08 10:30:20 AM
