Name: “Table 1 of 1 on page 14 of 85”,Name: “Table 1 of 1 on page 14 of 85”,Name: “Table 1 of 1 on page 14 of 85”,Name: “Table 1 of 1 on page 14 of 85”,Name: “Table 1 of 1 on page 14 of 85”,Name: “Table 1 of 1 on page 14 of 85”,Name: “Table 1 of 1 on page 14 of 85”,Name: “Table 1 of 1 on page 14 of 85”,Name: “Table 1 of 1 on page 14 of 85”,Name: “Table 1 of 1 on page 14 of 85”,Name: “Table 1 of 1 on page 14 of 85”,Name: “Table 1 of 1 on page 14 of 85”,Name: “Table 1 of 1 on page 14 of 85”,Name: “Table 1 of 1 on page 14 of 85”
Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2007,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
02503,DOLPHIN VOL. FIRE DEPT.,DOLPHIN VOL. FIRE DEPT.,,,,,,,,,,,
Count,8,3,5,3,5,3,5,4,5,14,2,4,61
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,6,3,3,4,5,2,5,3,4,4,0,41
02504,EBONY VOL. FIRE DEPT.,EBONY VOL. FIRE DEPT.,,,,,,,,,,,
Count,3,3,2,6,2,2,3,4,4,4,4,1,38
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,2,1,0,0,1,4,0,0,4,2,0,15
02505,GASBURG VOL. FIRE DEPT.,GASBURG VOL. FIRE DEPT.,,,,,,,,,,,
Count,2,3,3,5,2,0,0,0,0,0,0,0,15
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,3,2,3,1,0,0,0,0,0,0,0,11
02506,LAWERNCEVILLE VOL. FIRE,LAWERNCEVILLE VOL. FIRE,LAWERNCEVILLE VOL. FIRE,,,,,,,,,,
Count,23,33,31,31,31,42,31,54,30,43,28,26,403
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,2,7,3,1,1,0,1,2,3,1,4,28
02701,GRUNDY VOL. FIRE DEPT.,GRUNDY VOL. FIRE DEPT.,,,,,,,,,,,
Count,4,6,2,4,4,5,2,9,13,7,12,9,77
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,1,0,0,0,0,0,0,1
02702,"OAKWOOD VOL. FIRE DEPT., INC.","OAKWOOD VOL. FIRE DEPT., INC.","OAKWOOD VOL. FIRE DEPT., INC.",,,,,,,,,,
Count,18,21,33,24,19,19,24,18,1,1,3,2,183
Exposures,1,0,1,0,0,0,0,0,0,0,0,0,2
Aid Given,2,1,1,0,0,0,0,0,0,0,0,0,4
Page 14 of 85,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,5/19/08 10:30:22 AM,5/19/08 10:30:22 AM
