Name: “Table 1 of 1 on page 23 of 85”,Name: “Table 1 of 1 on page 23 of 85”,Name: “Table 1 of 1 on page 23 of 85”,Name: “Table 1 of 1 on page 23 of 85”,Name: “Table 1 of 1 on page 23 of 85”,Name: “Table 1 of 1 on page 23 of 85”,Name: “Table 1 of 1 on page 23 of 85”,Name: “Table 1 of 1 on page 23 of 85”,Name: “Table 1 of 1 on page 23 of 85”,Name: “Table 1 of 1 on page 23 of 85”,Name: “Table 1 of 1 on page 23 of 85”,Name: “Table 1 of 1 on page 23 of 85”,Name: “Table 1 of 1 on page 23 of 85”,Name: “Table 1 of 1 on page 23 of 85”
Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2007,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
05300,Dinwiddie County Fire & EMS,Dinwiddie County Fire & EMS,Dinwiddie County Fire & EMS,,,,,,,,,,
Count,0,1,5,4,0,1,2,2,1,1,2,0,19
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,1,0,0,0,0,0,0,1,0,0,2
05301,Dinwiddie Vol. Fire & Rescue,Dinwiddie Vol. Fire & Rescue,Dinwiddie Vol. Fire & Rescue,,,,,,,,,,
Count,40,42,49,79,45,45,62,50,58,49,61,53,633
Exposures,0,1,0,1,0,0,2,0,0,0,0,0,4
Aid Given,21,26,17,20,12,12,14,19,19,12,16,15,203
05302,FORD VOL. FIRE DEPT.,FORD VOL. FIRE DEPT.,,,,,,,,,,,
Count,23,34,26,33,38,42,51,37,14,20,17,21,356
Exposures,0,5,0,1,0,0,0,0,0,0,0,0,6
Aid Given,3,8,7,6,1,1,3,3,2,4,4,6,48
05303,McKenney Vol. Fire Dept.,McKenney Vol. Fire Dept.,,,,,,,,,,,
Count,13,19,13,12,12,14,12,12,10,10,14,14,155
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,0,0,0,0,0,0,0,0,0,0,1
05304,NAMOZINE VOL. FIRE & RES,NAMOZINE VOL. FIRE & RES,NAMOZINE VOL. FIRE & RES,,,,,,,,,,
Count,57,35,29,21,19,38,74,86,61,86,79,83,668
Exposures,0,0,0,0,0,0,0,0,4,0,0,0,4
Aid Given,6,3,3,0,3,4,5,7,5,5,6,6,53
05305,OLD HICKORY VOL. FIRE DEPT.,OLD HICKORY VOL. FIRE DEPT.,OLD HICKORY VOL. FIRE DEPT.,,,,,,,,,,
Count,2,2,5,4,2,3,3,1,4,2,2,5,35
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,7,10,8,9,2,4,4,6,2,4,2,3,61
Page 23 of 85,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,5/19/08 10:30:24 AM,5/19/08 10:30:24 AM
