Name: “Table 1 of 1 on page 73 of 85”,Name: “Table 1 of 1 on page 73 of 85”,Name: “Table 1 of 1 on page 73 of 85”,Name: “Table 1 of 1 on page 73 of 85”,Name: “Table 1 of 1 on page 73 of 85”,Name: “Table 1 of 1 on page 73 of 85”,Name: “Table 1 of 1 on page 73 of 85”,Name: “Table 1 of 1 on page 73 of 85”,Name: “Table 1 of 1 on page 73 of 85”,Name: “Table 1 of 1 on page 73 of 85”,Name: “Table 1 of 1 on page 73 of 85”,Name: “Table 1 of 1 on page 73 of 85”,Name: “Table 1 of 1 on page 73 of 85”,Name: “Table 1 of 1 on page 73 of 85”
Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2007,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
19108,CLINCH MOUNTIAN VOL. FIRE,CLINCH MOUNTIAN VOL. FIRE,CLINCH MOUNTIAN VOL. FIRE,,,,,,,,,,
Count,5,3,6,5,2,3,2,0,2,5,6,2,41
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,1,1,0,1,1,0,0,0,2,1,1,10
19110,WASHINGTON CO. VOL. FIRE,WASHINGTON CO. VOL. FIRE,WASHINGTON CO. VOL. FIRE,,,,,,,,,,
Count,18,24,0,0,0,0,0,0,0,0,0,0,42
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,2,0,0,0,0,0,0,0,0,0,0,4
19111,GOODSON DIS VOL. FIRE DEPT.,GOODSON DIS VOL. FIRE DEPT.,GOODSON DIS VOL. FIRE DEPT.,,,,,,,,,,
Count,58,63,66,57,66,69,57,0,0,0,0,0,436
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,1,0,1,0,0,0,0,0,0,0,2
19112,BRUMLEY GAP VOL. FIRE DEPT.,BRUMLEY GAP VOL. FIRE DEPT.,BRUMLEY GAP VOL. FIRE DEPT.,,,,,,,,,,
Count,3,4,3,1,0,0,0,3,4,6,5,3,32
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,0,1,1,0,0,0,0,0,3,0,0,7
19120,Abingdon Vol. Fire Dept.,Abingdon Vol. Fire Dept.,,,,,,,,,,,
Count,27,33,36,33,20,33,29,22,30,34,30,46,373
Exposures,0,1,0,0,0,0,0,0,0,1,2,0,4
Aid Given,0,1,1,0,1,2,2,0,0,2,1,0,10
19301,COLONIAL BEACH VOL. FIRE,COLONIAL BEACH VOL. FIRE,COLONIAL BEACH VOL. FIRE,,,,,,,,,,
Count,32,52,38,42,50,39,60,41,44,33,0,0,431
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,5,5,2,2,6,11,6,6,7,0,0,53
Page 73 of 85,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,5/19/08 10:30:39 AM,5/19/08 10:30:39 AM
