Name: “Table 1 of 1 on page 13 of 85”,Name: “Table 1 of 1 on page 13 of 85”,Name: “Table 1 of 1 on page 13 of 85”,Name: “Table 1 of 1 on page 13 of 85”,Name: “Table 1 of 1 on page 13 of 85”,Name: “Table 1 of 1 on page 13 of 85”,Name: “Table 1 of 1 on page 13 of 85”,Name: “Table 1 of 1 on page 13 of 85”,Name: “Table 1 of 1 on page 13 of 85”,Name: “Table 1 of 1 on page 13 of 85”,Name: “Table 1 of 1 on page 13 of 85”,Name: “Table 1 of 1 on page 13 of 85”,Name: “Table 1 of 1 on page 13 of 85”,Name: “Table 1 of 1 on page 13 of 85”
Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2007,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
02303,BUCHANAN VOL. FIRE DEPT.,BUCHANAN VOL. FIRE DEPT.,BUCHANAN VOL. FIRE DEPT.,,,,,,,,,,
Count,17,11,13,9,12,16,9,16,7,11,16,18,155
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,5,1,1,0,0,0,2,3,1,3,0,16
02304,FINCASTLE VOL. FIRE DEPT.,FINCASTLE VOL. FIRE DEPT.,FINCASTLE VOL. FIRE DEPT.,,,,,,,,,,
Count,9,20,19,12,9,10,14,8,5,10,0,0,116
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,4,0,0,1,5,3,2,3,2,0,0,22
02305,EAGLE ROCK VOL. FIRE DEPT.,EAGLE ROCK VOL. FIRE DEPT.,EAGLE ROCK VOL. FIRE DEPT.,,,,,,,,,,
Count,1,8,4,7,4,8,3,8,7,3,5,10,68
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,6,7,3,0,2,1,2,2,1,6,3,34
02306,GLEN WILTON VOL. FIRE DEPT.,GLEN WILTON VOL. FIRE DEPT.,GLEN WILTON VOL. FIRE DEPT.,,,,,,,,,,
Count,6,9,6,7,11,9,10,17,8,4,14,13,114
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,1,0,0,0,0,1,0,0,0,0,3
02501,ALBERTA VOL. FIRE DEPT.,ALBERTA VOL. FIRE DEPT.,,,,,,,,,,,
Count,29,20,31,24,32,30,30,33,24,30,21,27,331
Exposures,0,0,0,0,0,0,0,0,2,0,0,0,2
Aid Given,6,6,5,3,4,1,3,2,1,1,9,6,47
02502,Brodnax Vol. Fire Dept.,Brodnax Vol. Fire Dept.,,,,,,,,,,,
Count,2,2,11,4,3,3,3,0,0,0,0,0,28
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,2,3,0,0,0,0,0,0,0,0,0,6
Page 13 of 85,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,5/19/08 10:30:22 AM,5/19/08 10:30:22 AM
