Name: “Table 1 of 1 on page 44 of 85”,Name: “Table 1 of 1 on page 44 of 85”,Name: “Table 1 of 1 on page 44 of 85”,Name: “Table 1 of 1 on page 44 of 85”,Name: “Table 1 of 1 on page 44 of 85”,Name: “Table 1 of 1 on page 44 of 85”,Name: “Table 1 of 1 on page 44 of 85”,Name: “Table 1 of 1 on page 44 of 85”,Name: “Table 1 of 1 on page 44 of 85”,Name: “Table 1 of 1 on page 44 of 85”,Name: “Table 1 of 1 on page 44 of 85”,Name: “Table 1 of 1 on page 44 of 85”,Name: “Table 1 of 1 on page 44 of 85”,Name: “Table 1 of 1 on page 44 of 85”
Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2007,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
10903,LOCUST CREEK VOL. FIRE DEPT.,LOCUST CREEK VOL. FIRE DEPT.,LOCUST CREEK VOL. FIRE DEPT.,,,,,,,,,,
Count,18,48,26,24,20,23,17,24,30,15,17,13,275
Exposures,0,0,0,0,0,0,0,0,0,0,0,1,1
Aid Given,1,1,0,1,2,1,0,0,0,0,0,0,6
10904,LOUISA VOL. FIRE DEPT.,LOUISA VOL. FIRE DEPT.,,,,,,,,,,,
Count,33,28,21,22,26,17,25,36,25,25,26,17,301
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,18,26,18,24,16,8,26,19,22,20,10,19,226
10905,MINERAL VOL. FIRE DEPT.,MINERAL VOL. FIRE DEPT.,,,,,,,,,,,
Count,27,52,19,17,24,20,31,23,19,24,17,24,297
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,1,4,6,1,0,3,7,7,6,12,13,61
10906,Trevilians Volunteer Fire Dep.,Trevilians Volunteer Fire Dep.,Trevilians Volunteer Fire Dep.,,,,,,,,,,
Count,9,15,14,2,5,4,1,3,2,0,0,0,55
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,6,10,1,3,1,1,2,3,0,0,0,32
10907,ZION CROSSROADS VOL. F. D.,ZION CROSSROADS VOL. F. D.,ZION CROSSROADS VOL. F. D.,,,,,,,,,,
Count,15,16,21,28,21,16,22,24,13,16,13,14,219
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,11,11,14,7,9,5,10,6,9,6,9,11,108
11101,KENBRIDGE VOL. FIRE DEPT.,KENBRIDGE VOL. FIRE DEPT.,KENBRIDGE VOL. FIRE DEPT.,,,,,,,,,,
Count,9,7,9,16,8,5,12,4,13,12,8,15,118
Exposures,0,0,0,0,0,0,0,0,2,0,0,0,2
Aid Given,0,1,2,0,1,0,0,2,1,0,2,2,11
Page 44 of 85,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,5/19/08 10:30:30 AM,5/19/08 10:30:30 AM
