Name: “Table 1 of 1 on page 15 of 85”,Name: “Table 1 of 1 on page 15 of 85”,Name: “Table 1 of 1 on page 15 of 85”,Name: “Table 1 of 1 on page 15 of 85”,Name: “Table 1 of 1 on page 15 of 85”,Name: “Table 1 of 1 on page 15 of 85”,Name: “Table 1 of 1 on page 15 of 85”,Name: “Table 1 of 1 on page 15 of 85”,Name: “Table 1 of 1 on page 15 of 85”,Name: “Table 1 of 1 on page 15 of 85”,Name: “Table 1 of 1 on page 15 of 85”,Name: “Table 1 of 1 on page 15 of 85”,Name: “Table 1 of 1 on page 15 of 85”,Name: “Table 1 of 1 on page 15 of 85”
Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2007,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
02703,WHITEWOOD VOL. FIRE DEPT.,WHITEWOOD VOL. FIRE DEPT.,WHITEWOOD VOL. FIRE DEPT.,,,,,,,,,,
Count,0,2,3,0,0,0,1,0,3,0,0,1,10
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,1,0,0,0,0,1,0,0,0,2
02704,COUNCIL VOL. FIRE DEPT.,COUNCIL VOL. FIRE DEPT.,,,,,,,,,,,
Count,4,2,7,4,1,1,0,1,3,3,1,3,30
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,1,0,0,0,0,1,0,2
02707,RUSSELL PRATER FIRE DEPT.,RUSSELL PRATER FIRE DEPT.,RUSSELL PRATER FIRE DEPT.,,,,,,,,,,
Count,1,2,9,7,8,4,1,10,1,2,18,11,74
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,1,0,0,0,0,1,0,0,2,2,7
02708,SLATE CREEK VOL. FIRE DEPT.,SLATE CREEK VOL. FIRE DEPT.,SLATE CREEK VOL. FIRE DEPT.,,,,,,,,,,
Count,3,1,5,3,0,1,1,2,0,2,6,3,27
Exposures,0,0,0,0,0,0,0,0,0,0,1,0,1
Aid Given,1,1,2,0,1,0,0,1,1,0,0,2,9
02709,HARMAN VOL. FIRE DEPT.,HARMAN VOL. FIRE DEPT.,,,,,,,,,,,
Count,2,0,4,0,2,5,2,2,4,8,5,0,34
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,0,1,1,1,0,0,0,0,0,0,4
02901,Arvonia vfd,,,,,,,,,,,,
Count,7,10,7,8,1,3,1,5,5,6,4,6,63
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,1,0,2,0,3,3,4,1,0,8,1,27
Page 15 of 85,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,5/19/08 10:30:22 AM,5/19/08 10:30:22 AM
