Name: “Table 1 of 1 on page 68 of 85”,Name: “Table 1 of 1 on page 68 of 85”,Name: “Table 1 of 1 on page 68 of 85”,Name: “Table 1 of 1 on page 68 of 85”,Name: “Table 1 of 1 on page 68 of 85”,Name: “Table 1 of 1 on page 68 of 85”,Name: “Table 1 of 1 on page 68 of 85”,Name: “Table 1 of 1 on page 68 of 85”,Name: “Table 1 of 1 on page 68 of 85”,Name: “Table 1 of 1 on page 68 of 85”,Name: “Table 1 of 1 on page 68 of 85”,Name: “Table 1 of 1 on page 68 of 85”,Name: “Table 1 of 1 on page 68 of 85”,Name: “Table 1 of 1 on page 68 of 85”
Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2007,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
17501,BOYKINS VOL. FIRE DEPT.,BOYKINS VOL. FIRE DEPT.,,,,,,,,,,,
Count,4,3,1,1,1,0,3,2,1,2,0,0,18
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,1,0,0,0,0,3,0,0,0,2,0,7
17502,BRANCHVILLE VOL. FIRE DEPT.,BRANCHVILLE VOL. FIRE DEPT.,BRANCHVILLE VOL. FIRE DEPT.,,,,,,,,,,
Count,0,1,2,0,0,0,0,1,2,1,2,3,12
Exposures,0,1,0,3,0,0,0,0,0,1,0,1,6
Aid Given,2,5,3,5,1,0,0,0,2,2,0,0,20
17504,COURTLAND VOL. FIRE DEPT.,COURTLAND VOL. FIRE DEPT.,COURTLAND VOL. FIRE DEPT.,,,,,,,,,,
Count,12,10,15,6,9,11,12,14,9,5,4,9,116
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,3,0,2,1,2,8,5,1,2,2,1,29
17507,NEWSOMS VOL. FIRE DEPT.,NEWSOMS VOL. FIRE DEPT.,,,,,,,,,,,
Count,3,5,5,1,4,3,8,12,4,6,5,4,60
Exposures,0,0,1,0,0,2,0,5,1,0,0,2,11
Aid Given,1,1,1,1,0,1,2,0,1,1,1,3,13
17508,SEDLEY VOL. FIRE DEPT.,SEDLEY VOL. FIRE DEPT.,,,,,,,,,,,
Count,6,5,6,11,9,3,9,8,11,9,9,6,92
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,0,1,1,1,1,5,0,5,1,1,3,22
17700,SPOTSYLVANIA FIRE & RESCUE,SPOTSYLVANIA FIRE & RESCUE,SPOTSYLVANIA FIRE & RESCUE,,,,,,,,,,
Count,528,556,593,524,569,498,538,516,472,536,453,490,"6,273"
Exposures,0,0,2,1,4,1,1,2,1,0,1,5,18
Aid Given,4,4,6,9,3,10,7,4,4,7,3,7,68
Page 68 of 85,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,5/19/08 10:30:38 AM,5/19/08 10:30:38 AM
