Name: “Table 1 of 1 on page 40 of 85”,Name: “Table 1 of 1 on page 40 of 85”,Name: “Table 1 of 1 on page 40 of 85”,Name: “Table 1 of 1 on page 40 of 85”,Name: “Table 1 of 1 on page 40 of 85”,Name: “Table 1 of 1 on page 40 of 85”,Name: “Table 1 of 1 on page 40 of 85”,Name: “Table 1 of 1 on page 40 of 85”,Name: “Table 1 of 1 on page 40 of 85”,Name: “Table 1 of 1 on page 40 of 85”,Name: “Table 1 of 1 on page 40 of 85”,Name: “Table 1 of 1 on page 40 of 85”,Name: “Table 1 of 1 on page 40 of 85”,Name: “Table 1 of 1 on page 40 of 85”
Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2007,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
10104,MANGOHICK VOL. FIRE DEPT.,MANGOHICK VOL. FIRE DEPT.,MANGOHICK VOL. FIRE DEPT.,,,,,,,,,,
Count,0,4,4,1,5,1,2,1,0,0,0,0,18
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,1,0,2,2,0,3,7,2,0,0,0,20
10307,UPPER LANCASTER VOL. FIRE,UPPER LANCASTER VOL. FIRE,UPPER LANCASTER VOL. FIRE,,,,,,,,,,
Count,10,7,0,0,0,0,0,0,0,0,0,0,17
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
10308,KILMARNOCK VOL. FIRE DEPT.,KILMARNOCK VOL. FIRE DEPT.,KILMARNOCK VOL. FIRE DEPT.,,,,,,,,,,
Count,0,0,1,7,0,0,0,0,0,0,0,0,8
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,1,0,0,0,0,0,0,0,0,1
10501,JONESVILLE VOL. FIRE DEPT.,JONESVILLE VOL. FIRE DEPT.,JONESVILLE VOL. FIRE DEPT.,,,,,,,,,,
Count,9,7,12,4,7,7,10,6,5,6,4,6,83
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
10502,KEOKEE VOL. FIRE DEPT.,KEOKEE VOL. FIRE DEPT.,,,,,,,,,,,
Count,0,1,1,0,0,0,0,0,0,0,0,0,2
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
10503,PENNINGTON GAP VOL. FIRE,PENNINGTON GAP VOL. FIRE,PENNINGTON GAP VOL. FIRE,,,,,,,,,,
Count,6,16,9,17,11,7,8,6,6,13,8,11,118
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,1,1,2,4,1,1,1,2,2,1,2,21
Page 40 of 85,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,5/19/08 10:30:29 AM,5/19/08 10:30:29 AM
