Name: “Table 1 of 1 on page 6 of 85”,Name: “Table 1 of 1 on page 6 of 85”,Name: “Table 1 of 1 on page 6 of 85”,Name: “Table 1 of 1 on page 6 of 85”,Name: “Table 1 of 1 on page 6 of 85”,Name: “Table 1 of 1 on page 6 of 85”,Name: “Table 1 of 1 on page 6 of 85”,Name: “Table 1 of 1 on page 6 of 85”,Name: “Table 1 of 1 on page 6 of 85”,Name: “Table 1 of 1 on page 6 of 85”,Name: “Table 1 of 1 on page 6 of 85”,Name: “Table 1 of 1 on page 6 of 85”,Name: “Table 1 of 1 on page 6 of 85”,Name: “Table 1 of 1 on page 6 of 85”
Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2007,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
00506,SHARON VOL. FIRE DEPT.,SHARON VOL. FIRE DEPT.,,,,,,,,,,,
Count,4,6,9,8,2,11,0,0,4,9,1,7,61
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,1,0,2,1,3,0,0,2,0,1,2,15
00701,AMELIA CO. VOL. FIRE DEPT.,AMELIA CO. VOL. FIRE DEPT.,AMELIA CO. VOL. FIRE DEPT.,,,,,,,,,,
Count,16,19,15,12,14,16,16,17,21,16,33,26,221
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,1,1,0,0,0,0,0,0,2
00702,MANNBORO VOL. FIRE DEPT.,MANNBORO VOL. FIRE DEPT.,MANNBORO VOL. FIRE DEPT.,,,,,,,,,,
Count,12,5,2,4,3,5,5,7,9,5,9,11,77
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,4,3,1,5,7,2,4,4,1,3,0,35
00703,JETERSVILLE VOL. FIRE DEPT.,JETERSVILLE VOL. FIRE DEPT.,JETERSVILLE VOL. FIRE DEPT.,,,,,,,,,,
Count,8,12,12,6,0,0,0,0,0,0,0,0,38
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,2,0,0,0,0,0,0,0,0,0,2
00704,MATTOAX VOL. FIRE DEPT.,MATTOAX VOL. FIRE DEPT.,,,,,,,,,,,
Count,4,6,8,6,7,7,3,3,0,0,0,0,44
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,5,5,3,2,3,1,3,0,0,0,0,22
00705,PAINVILLE VOL. FIRE DEPT.,PAINVILLE VOL. FIRE DEPT.,,,,,,,,,,,
Count,2,3,0,0,0,0,0,0,0,0,0,1,6
Exposures,0,0,0,1,0,0,0,0,0,0,0,0,1
Aid Given,1,4,2,4,0,5,2,4,6,8,8,8,52
Page 6 of 85,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,5/19/08 10:30:20 AM,5/19/08 10:30:20 AM
