Name: “Table 1 of 1 on page 26 of 85”,Name: “Table 1 of 1 on page 26 of 85”,Name: “Table 1 of 1 on page 26 of 85”,Name: “Table 1 of 1 on page 26 of 85”,Name: “Table 1 of 1 on page 26 of 85”,Name: “Table 1 of 1 on page 26 of 85”,Name: “Table 1 of 1 on page 26 of 85”,Name: “Table 1 of 1 on page 26 of 85”,Name: “Table 1 of 1 on page 26 of 85”,Name: “Table 1 of 1 on page 26 of 85”,Name: “Table 1 of 1 on page 26 of 85”,Name: “Table 1 of 1 on page 26 of 85”,Name: “Table 1 of 1 on page 26 of 85”,Name: “Table 1 of 1 on page 26 of 85”
Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2007,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
06301,Floyd Co. Vol. Fire Dept. #1,Floyd Co. Vol. Fire Dept. #1,,,,,,,,,,,
Count,16,10,13,11,13,9,10,4,4,12,13,14,129
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,5,5,0,1,0,1,0,0,0,2,1,15
06302,Floyd Co. Vol. Fire Dept. #2,Floyd Co. Vol. Fire Dept. #2,,,,,,,,,,,
Count,3,10,3,4,6,2,3,3,5,6,7,3,55
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,7,4,4,1,1,0,0,0,0,0,1,22
06303,Floyd Co. Vol. Fire Dept. #3,Floyd Co. Vol. Fire Dept. #3,,,,,,,,,,,
Count,10,9,9,15,6,2,10,8,6,7,9,9,100
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,2,1,1,1,0,0,0,0,0,1,7
06304,Floyd Co. Vol. Fire Dept. #4,Floyd Co. Vol. Fire Dept. #4,,,,,,,,,,,
Count,4,7,5,1,3,3,2,3,3,2,5,4,42
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,2,0,1,0,0,0,0,0,0,0,0,4
06700,Frankllin County Emerg Srvs.,Frankllin County Emerg Srvs.,Frankllin County Emerg Srvs.,,,,,,,,,,
Count,15,18,25,21,10,0,0,0,0,0,0,0,89
Exposures,0,2,1,0,0,0,0,0,0,0,0,0,3
Aid Given,2,2,0,0,0,0,0,0,0,0,0,0,4
06701,Boones Mill Vol. Fire Dept.,Boones Mill Vol. Fire Dept.,,,,,,,,,,,
Count,6,14,11,16,9,17,13,3,13,17,14,22,155
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,2,0,0,1,1,0,0,0,0,0,1,6
Page 26 of 85,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,5/19/08 10:30:25 AM,5/19/08 10:30:25 AM
