Name: “Table 1 of 1 on page 29 of 85”,Name: “Table 1 of 1 on page 29 of 85”,Name: “Table 1 of 1 on page 29 of 85”,Name: “Table 1 of 1 on page 29 of 85”,Name: “Table 1 of 1 on page 29 of 85”,Name: “Table 1 of 1 on page 29 of 85”,Name: “Table 1 of 1 on page 29 of 85”,Name: “Table 1 of 1 on page 29 of 85”,Name: “Table 1 of 1 on page 29 of 85”,Name: “Table 1 of 1 on page 29 of 85”,Name: “Table 1 of 1 on page 29 of 85”,Name: “Table 1 of 1 on page 29 of 85”,Name: “Table 1 of 1 on page 29 of 85”,Name: “Table 1 of 1 on page 29 of 85”
Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2007,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
06914,GORE VOL. FIRE DEPT.,GORE VOL. FIRE DEPT.,,,,,,,,,,,
Count,10,4,6,10,8,9,11,11,7,3,8,6,93
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,3,5,4,5,5,11,5,5,8,4,8,68
06915,Round Hill,,,,,,,,,,,,
Count,54,70,74,64,77,76,58,76,74,52,38,45,758
Exposures,0,0,0,0,0,1,0,0,0,0,0,0,1
Aid Given,38,34,30,21,33,26,26,24,21,41,27,31,352
06916,Gainesboro,,,,,,,,,,,,
Count,28,35,43,30,31,40,38,36,45,51,33,40,450
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,22,41,32,27,20,31,45,18,18,30,17,21,322
06917,STAR TANNERY VOL. FIRE DEPT.,STAR TANNERY VOL. FIRE DEPT.,STAR TANNERY VOL. FIRE DEPT.,,,,,,,,,,
Count,3,7,6,4,7,9,6,10,3,6,8,9,78
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,0,3,0,0,4,3,0,1,3,1,5,22
06918,Greenwood,,,,,,,,,,,,
Count,136,115,100,134,151,107,153,101,123,125,130,100,"1,475"
Exposures,0,0,1,0,0,0,0,0,0,2,0,0,3
Aid Given,26,33,34,41,40,32,31,32,22,41,24,27,383
06919,North Mountain,,,,,,,,,,,,
Count,19,17,25,27,28,29,22,23,17,20,20,27,274
Exposures,0,0,0,1,0,0,0,0,0,0,0,0,1
Aid Given,5,6,7,5,3,6,7,3,9,8,6,7,72
Page 29 of 85,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,5/19/08 10:30:25 AM,5/19/08 10:30:25 AM
