Name: “Table 1 of 1 on page 66 of 85”,Name: “Table 1 of 1 on page 66 of 85”,Name: “Table 1 of 1 on page 66 of 85”,Name: “Table 1 of 1 on page 66 of 85”,Name: “Table 1 of 1 on page 66 of 85”,Name: “Table 1 of 1 on page 66 of 85”,Name: “Table 1 of 1 on page 66 of 85”,Name: “Table 1 of 1 on page 66 of 85”,Name: “Table 1 of 1 on page 66 of 85”,Name: “Table 1 of 1 on page 66 of 85”,Name: “Table 1 of 1 on page 66 of 85”,Name: “Table 1 of 1 on page 66 of 85”,Name: “Table 1 of 1 on page 66 of 85”,Name: “Table 1 of 1 on page 66 of 85”
Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2007,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
17113,CONICVILLE VOL. FIRE DEPT.,CONICVILLE VOL. FIRE DEPT.,CONICVILLE VOL. FIRE DEPT.,,,,,,,,,,
Count,21,8,9,13,4,16,0,16,16,17,14,8,142
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,8,1,5,13,14,9,0,4,7,5,5,10,81
17114,FORT VALLEY VOL. FIRE DEPT.,FORT VALLEY VOL. FIRE DEPT.,FORT VALLEY VOL. FIRE DEPT.,,,,,,,,,,
Count,2,7,3,4,3,1,2,4,3,2,0,3,34
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,4,3,9,3,17,5,9,10,13,7,6,91
17115,Edinburg Fire Department,Edinburg Fire Department,,,,,,,,,,,
Count,13,23,16,8,10,4,10,12,16,8,15,23,158
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,11,12,14,16,11,12,8,14,11,11,6,12,138
17123,New Market Fire Department,New Market Fire Department,New Market Fire Department,,,,,,,,,,
Count,21,27,32,18,17,21,27,18,11,17,18,13,240
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,17,12,10,8,9,8,6,8,6,9,8,9,110
17151,STRASBURG VOL. FIRE DEPT.,STRASBURG VOL. FIRE DEPT.,STRASBURG VOL. FIRE DEPT.,,,,,,,,,,
Count,27,17,23,18,11,15,17,15,8,11,15,34,211
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,8,24,24,19,31,26,26,23,25,16,16,20,258
17301,ADWOLFE VOL. FIRE DEPT.,ADWOLFE VOL. FIRE DEPT.,,,,,,,,,,,
Count,7,2,5,4,3,7,2,7,3,6,2,4,52
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,2,1,1,0,1,1,0,0,0,1,7
Page 66 of 85,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,5/19/08 10:30:37 AM,5/19/08 10:30:37 AM
