Name: “Table 1 of 1 on page 55 of 85”,Name: “Table 1 of 1 on page 55 of 85”,Name: “Table 1 of 1 on page 55 of 85”,Name: “Table 1 of 1 on page 55 of 85”,Name: “Table 1 of 1 on page 55 of 85”,Name: “Table 1 of 1 on page 55 of 85”,Name: “Table 1 of 1 on page 55 of 85”,Name: “Table 1 of 1 on page 55 of 85”,Name: “Table 1 of 1 on page 55 of 85”,Name: “Table 1 of 1 on page 55 of 85”,Name: “Table 1 of 1 on page 55 of 85”,Name: “Table 1 of 1 on page 55 of 85”,Name: “Table 1 of 1 on page 55 of 85”,Name: “Table 1 of 1 on page 55 of 85”
Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2007,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
14311,CHATHAM,,,,,,,,,,,,
Count,15,12,23,26,11,14,20,26,16,24,20,25,232
Exposures,0,0,0,1,0,0,0,0,0,0,0,0,1
Aid Given,1,8,2,3,3,1,0,2,2,1,2,1,26
14312,GRETNA,,,,,,,,,,,,
Count,17,31,27,25,11,11,14,12,19,12,13,17,209
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,5,3,6,6,0,6,7,1,3,2,3,44
14313,BROSVILLE COMMUNITY,BROSVILLE COMMUNITY,,,,,,,,,,,
Count,49,56,64,45,56,42,49,57,63,76,58,44,659
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,4,4,9,8,5,1,4,2,6,1,3,51
14315,Blairs Vol. Fire Department,Blairs Vol. Fire Department,,,,,,,,,,,
Count,44,54,62,61,63,59,45,52,59,69,53,70,691
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,4,6,2,6,6,0,2,1,3,5,5,42
14316,CALLANDS,,,,,,,,,,,,
Count,6,6,5,10,3,4,8,5,1,4,4,1,57
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,2,1,2,0,1,1,2,2,1,2,0,14
14317,DRY FORK VFD,,,,,,,,,,,,
Count,7,22,16,12,16,8,12,13,13,13,14,15,161
Exposures,0,1,0,0,0,0,0,0,0,0,0,0,1
Aid Given,1,4,2,3,3,2,1,1,3,2,0,2,24
Page 55 of 85,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,5/19/08 10:30:35 AM,5/19/08 10:30:35 AM
