Name: “Table 1 of 1 on page 51 of 85”,Name: “Table 1 of 1 on page 51 of 85”,Name: “Table 1 of 1 on page 51 of 85”,Name: “Table 1 of 1 on page 51 of 85”,Name: “Table 1 of 1 on page 51 of 85”,Name: “Table 1 of 1 on page 51 of 85”,Name: “Table 1 of 1 on page 51 of 85”,Name: “Table 1 of 1 on page 51 of 85”,Name: “Table 1 of 1 on page 51 of 85”,Name: “Table 1 of 1 on page 51 of 85”,Name: “Table 1 of 1 on page 51 of 85”,Name: “Table 1 of 1 on page 51 of 85”,Name: “Table 1 of 1 on page 51 of 85”,Name: “Table 1 of 1 on page 51 of 85”
Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2007,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
13702,GORDONSVILLE VOL. FIRE DEPT.,GORDONSVILLE VOL. FIRE DEPT.,GORDONSVILLE VOL. FIRE DEPT.,,,,,,,,,,
Count,1,0,0,0,0,0,0,0,0,16,16,0,33
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,26,23,2,51
13703,LAKE OF THE WOODS VOL. FIRE,LAKE OF THE WOODS VOL. FIRE,LAKE OF THE WOODS VOL. FIRE,,,,,,,,,,
Count,40,24,37,42,27,28,39,29,42,28,24,35,395
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,13,15,11,9,3,7,8,4,7,3,5,89
13705,ORANGE VOL. FIRE CO.,ORANGE VOL. FIRE CO.,,,,,,,,,,,
Count,33,37,59,67,45,43,45,53,46,65,46,52,591
Exposures,0,1,0,0,0,0,0,0,0,0,0,1,2
Aid Given,14,19,19,18,11,15,11,11,9,13,13,8,161
13901,LURAY VOL. FIRE DEPT.,LURAY VOL. FIRE DEPT.,,,,,,,,,,,
Count,49,38,58,68,62,47,42,42,32,61,39,56,594
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,1,1,2,0,4,0,0,0,3,1,1,15
13902,SHENANDOAH VOL. FIRE DEPT.,SHENANDOAH VOL. FIRE DEPT.,SHENANDOAH VOL. FIRE DEPT.,,,,,,,,,,
Count,6,13,21,13,7,9,11,16,10,30,26,21,183
Exposures,0,0,9,0,0,0,0,0,0,0,0,0,9
Aid Given,4,8,4,5,1,4,6,8,3,2,1,5,51
13903,STANLEY VOL. FIRE DEPT.,STANLEY VOL. FIRE DEPT.,,,,,,,,,,,
Count,28,32,38,32,48,45,46,62,33,46,38,34,482
Exposures,0,0,0,0,0,0,0,0,0,0,2,0,2
Aid Given,2,2,3,1,1,4,0,4,2,4,2,3,28
Page 51 of 85,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,5/19/08 10:30:34 AM,5/19/08 10:30:34 AM
