Name: “Table 1 of 1 on page 30 of 85”,Name: “Table 1 of 1 on page 30 of 85”,Name: “Table 1 of 1 on page 30 of 85”,Name: “Table 1 of 1 on page 30 of 85”,Name: “Table 1 of 1 on page 30 of 85”,Name: “Table 1 of 1 on page 30 of 85”,Name: “Table 1 of 1 on page 30 of 85”,Name: “Table 1 of 1 on page 30 of 85”,Name: “Table 1 of 1 on page 30 of 85”,Name: “Table 1 of 1 on page 30 of 85”,Name: “Table 1 of 1 on page 30 of 85”,Name: “Table 1 of 1 on page 30 of 85”,Name: “Table 1 of 1 on page 30 of 85”,Name: “Table 1 of 1 on page 30 of 85”
Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2007,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
06920,Reynolds Store,,,,,,,,,,,,
Count,13,12,10,14,7,13,24,15,10,9,10,6,143
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,9,7,6,8,6,10,10,9,7,7,8,7,94
06921,Millwood Station,,,,,,,,,,,,
Count,45,50,60,43,55,55,40,43,41,47,26,28,533
Exposures,0,0,0,1,0,0,0,0,0,0,0,0,1
Aid Given,28,47,31,40,47,28,34,39,34,46,26,31,431
07110,EGGLESTON VOL. FIRE DEPT.,EGGLESTON VOL. FIRE DEPT.,EGGLESTON VOL. FIRE DEPT.,,,,,,,,,,
Count,2,3,5,6,17,4,3,11,0,9,4,9,73
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,4,2,3,4,1,0,4,0,2,2,3,26
07120,GLEN LYN VOL. FIRE DEPT.,GLEN LYN VOL. FIRE DEPT.,,,,,,,,,,,
Count,2,0,5,1,0,4,32,36,29,22,16,13,160
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,1,3,1,0,0,0,0,0,0,0,0,6
07130,NARROWS VOL. FIRE DEPT.,NARROWS VOL. FIRE DEPT.,,,,,,,,,,,
Count,5,9,14,5,6,8,12,8,10,14,10,9,110
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,1,0,0,1
07140,NEWPORT VOL. FIRE DEPT.,NEWPORT VOL. FIRE DEPT.,,,,,,,,,,,
Count,5,4,3,0,0,0,0,0,0,0,0,0,12
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,4,1,0,0,0,0,0,0,0,0,0,6
Page 30 of 85,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,5/19/08 10:30:26 AM,5/19/08 10:30:26 AM
