Name: “Table 1 of 1 on page 77 of 85”,Name: “Table 1 of 1 on page 77 of 85”,Name: “Table 1 of 1 on page 77 of 85”,Name: “Table 1 of 1 on page 77 of 85”,Name: “Table 1 of 1 on page 77 of 85”,Name: “Table 1 of 1 on page 77 of 85”,Name: “Table 1 of 1 on page 77 of 85”,Name: “Table 1 of 1 on page 77 of 85”,Name: “Table 1 of 1 on page 77 of 85”,Name: “Table 1 of 1 on page 77 of 85”,Name: “Table 1 of 1 on page 77 of 85”,Name: “Table 1 of 1 on page 77 of 85”,Name: “Table 1 of 1 on page 77 of 85”,Name: “Table 1 of 1 on page 77 of 85”
Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2007,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
51500,Bedford Vol. Fire Department,Bedford Vol. Fire Department,Bedford Vol. Fire Department,,,,,,,,,,
Count,61,76,75,73,60,68,48,52,40,69,51,71,744
Exposures,0,1,1,0,0,0,0,0,0,0,0,0,2
Aid Given,5,27,19,17,7,16,4,11,6,13,16,12,153
52000,Bristol Fire Department,Bristol Fire Department,,,,,,,,,,,
Count,147,176,172,170,151,151,170,160,157,182,170,153,"1,959"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,4,1,1,2,1,4,3,7,12,12,8,56
53000,Buena Vista Fire Department,Buena Vista Fire Department,,,,,,,,,,,
Count,13,17,23,15,15,19,19,27,21,23,10,28,230
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,15,29,22,10,10,20,6,18,11,20,14,8,183
54000,Charlottesville Fire Dept.,Charlottesville Fire Dept.,,,,,,,,,,,
Count,378,397,380,417,342,381,355,401,389,387,343,348,"4,518"
Exposures,0,0,3,0,0,0,2,6,0,0,1,0,12
Aid Given,172,157,152,16,0,0,2,1,2,0,0,0,502
55000,Chesapeake Fire Department,Chesapeake Fire Department,Chesapeake Fire Department,,,,,,,,,,
Count,"1,978","1,903","2,161","2,060","2,008","2,091","2,178","2,200","2,013","2,106","1,945","1,998","24,641"
Exposures,0,7,6,5,3,6,1,0,0,4,1,2,35
Aid Given,8,11,9,9,15,3,9,4,8,7,4,7,94
56000,CLIFTON FORGE FIRE DEPT.,CLIFTON FORGE FIRE DEPT.,CLIFTON FORGE FIRE DEPT.,,,,,,,,,,
Count,4,6,2,11,4,3,4,4,6,3,9,9,65
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,3,2,4,0,8,2,9,2,5,1,2,40
Page 77 of 85,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,5/19/08 10:30:41 AM,5/19/08 10:30:41 AM
