Name: “Table 1 of 1 on page 17 of 85”,Name: “Table 1 of 1 on page 17 of 85”,Name: “Table 1 of 1 on page 17 of 85”,Name: “Table 1 of 1 on page 17 of 85”,Name: “Table 1 of 1 on page 17 of 85”,Name: “Table 1 of 1 on page 17 of 85”,Name: “Table 1 of 1 on page 17 of 85”,Name: “Table 1 of 1 on page 17 of 85”,Name: “Table 1 of 1 on page 17 of 85”,Name: “Table 1 of 1 on page 17 of 85”,Name: “Table 1 of 1 on page 17 of 85”,Name: “Table 1 of 1 on page 17 of 85”,Name: “Table 1 of 1 on page 17 of 85”,Name: “Table 1 of 1 on page 17 of 85”
Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2007,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
03114,GLADYS VOL. FIRE DEPT.,GLADYS VOL. FIRE DEPT.,,,,,,,,,,,
Count,6,8,7,10,9,12,1,0,0,0,0,9,62
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,2,0,0,0,0,0,0,2
03115,LYN-DAN HEIGHTS VOL. FIRE,LYN-DAN HEIGHTS VOL. FIRE,LYN-DAN HEIGHTS VOL. FIRE,,,,,,,,,,
Count,23,28,23,15,13,22,15,16,12,21,16,14,218
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,7,6,2,0,3,1,2,1,2,0,4,28
03116,RUSTBURG VOL. FIRE DEPT.,RUSTBURG VOL. FIRE DEPT.,RUSTBURG VOL. FIRE DEPT.,,,,,,,,,,
Count,19,23,14,17,17,12,18,14,14,17,11,16,192
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,7,2,2,3,2,5,1,0,2,1,1,28
03117,EVINGTON VOL. FIRE DEPT.,EVINGTON VOL. FIRE DEPT.,,,,,,,,,,,
Count,19,17,26,16,13,16,23,19,29,14,17,25,234
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,4,3,0,0,2,0,2,2,0,4,0,18
03302,Ladysmith Vol. Fire Dept.,Ladysmith Vol. Fire Dept.,,,,,,,,,,,
Count,70,73,48,49,59,76,79,57,44,43,52,65,715
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,10,9,5,11,8,9,1,4,2,3,3,9,74
03304,SPARTA VOL. FIRE DEPT.,SPARTA VOL. FIRE DEPT.,,,,,,,,,,,
Count,0,0,0,0,0,0,0,0,0,0,0,2,2
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,11,11
Page 17 of 85,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,5/19/08 10:30:23 AM,5/19/08 10:30:23 AM
