Name: “Table 1 of 1 on page 27 of 85”,Name: “Table 1 of 1 on page 27 of 85”,Name: “Table 1 of 1 on page 27 of 85”,Name: “Table 1 of 1 on page 27 of 85”,Name: “Table 1 of 1 on page 27 of 85”,Name: “Table 1 of 1 on page 27 of 85”,Name: “Table 1 of 1 on page 27 of 85”,Name: “Table 1 of 1 on page 27 of 85”,Name: “Table 1 of 1 on page 27 of 85”,Name: “Table 1 of 1 on page 27 of 85”,Name: “Table 1 of 1 on page 27 of 85”,Name: “Table 1 of 1 on page 27 of 85”,Name: “Table 1 of 1 on page 27 of 85”,Name: “Table 1 of 1 on page 27 of 85”
Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2007,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
06702,BURNT CHIMNEY VOL. FIRE DEPT.,BURNT CHIMNEY VOL. FIRE DEPT.,BURNT CHIMNEY VOL. FIRE DEPT.,,,,,,,,,,
Count,3,2,3,3,3,0,0,0,0,0,0,0,14
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,10,10,16,8,5,0,0,0,0,0,0,0,49
06703,CALLAWAY VOL. FIRE DEPT.,CALLAWAY VOL. FIRE DEPT.,CALLAWAY VOL. FIRE DEPT.,,,,,,,,,,
Count,0,1,1,1,0,0,0,3,1,1,0,0,8
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,7,4,4,1,3,1,4,2,5,4,4,6,45
06704,FERRUM VOL. FIRE DEPT.,FERRUM VOL. FIRE DEPT.,,,,,,,,,,,
Count,8,15,9,6,1,0,0,0,4,10,6,14,73
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,2,3,2,0,0,0,0,2,2,2,2,16
06706,Glade Hill Fire Dept.,Glade Hill Fire Dept.,,,,,,,,,,,
Count,8,3,3,6,8,7,3,10,8,7,9,9,81
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,2,5,4,6,5,0,4,2,5,2,2,37
06707,ROCKY MOUNT FIRE,ROCKY MOUNT FIRE,,,,,,,,,,,
Count,25,26,32,19,28,34,18,16,23,22,25,33,301
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,1,4,1,3,1,2,2,2,0,1,17
06708,SCRUGGS VOL. FIRE DEPT.,SCRUGGS VOL. FIRE DEPT.,,,,,,,,,,,
Count,8,7,9,10,9,10,11,15,9,6,5,1,100
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,3,3,2,1,1,2,2,2,4,1,1,24
Page 27 of 85,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,5/19/08 10:30:25 AM,5/19/08 10:30:25 AM
