Name: “Table 1 of 1 on page 48 of 85”,Name: “Table 1 of 1 on page 48 of 85”,Name: “Table 1 of 1 on page 48 of 85”,Name: “Table 1 of 1 on page 48 of 85”,Name: “Table 1 of 1 on page 48 of 85”,Name: “Table 1 of 1 on page 48 of 85”,Name: “Table 1 of 1 on page 48 of 85”,Name: “Table 1 of 1 on page 48 of 85”,Name: “Table 1 of 1 on page 48 of 85”,Name: “Table 1 of 1 on page 48 of 85”,Name: “Table 1 of 1 on page 48 of 85”,Name: “Table 1 of 1 on page 48 of 85”,Name: “Table 1 of 1 on page 48 of 85”,Name: “Table 1 of 1 on page 48 of 85”
Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2007,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
12106,RINER VOL. FIRE DEPT.,RINER VOL. FIRE DEPT.,,,,,,,,,,,
Count,7,12,18,10,11,10,10,11,11,16,14,8,138
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,1,1,0,0,1,0,1,1,0,1,7
12501,LOVINGSTON VOL. FIRE DEPT.,LOVINGSTON VOL. FIRE DEPT.,LOVINGSTON VOL. FIRE DEPT.,,,,,,,,,,
Count,17,27,21,9,17,26,6,0,15,22,9,17,186
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,7,6,8,6,2,2,2,0,2,4,7,2,48
12502,PINEY RIVER VOL. FIRE DEPT.,PINEY RIVER VOL. FIRE DEPT.,PINEY RIVER VOL. FIRE DEPT.,,,,,,,,,,
Count,11,14,8,18,10,7,8,10,6,11,7,13,123
Exposures,0,0,0,1,0,0,0,0,0,0,0,0,1
Aid Given,2,5,6,2,1,2,2,1,3,2,1,2,29
12503,FABER VOL. FIRE DEPT.,FABER VOL. FIRE DEPT.,,,,,,,,,,,
Count,13,15,13,6,3,8,6,5,8,8,8,1,94
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,10,16,3,6,6,6,6,4,9,0,2,69
12504,GLADSTONE VOL. FIRE DEPT.,GLADSTONE VOL. FIRE DEPT.,GLADSTONE VOL. FIRE DEPT.,,,,,,,,,,
Count,2,6,4,5,2,3,6,9,7,7,1,7,59
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,4,2,4,0,3,2,0,0,0,1,0,16
12505,ROCKFISH VALLEY VOL. FIRE,ROCKFISH VALLEY VOL. FIRE,ROCKFISH VALLEY VOL. FIRE,,,,,,,,,,
Count,13,5,12,5,11,10,4,5,5,12,16,7,105
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,4,9,7,2,3,2,5,2,1,4,6,47
Page 48 of 85,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,5/19/08 10:30:32 AM,5/19/08 10:30:32 AM
