Name: “Table 1 of 1 on page 54 of 85”,Name: “Table 1 of 1 on page 54 of 85”,Name: “Table 1 of 1 on page 54 of 85”,Name: “Table 1 of 1 on page 54 of 85”,Name: “Table 1 of 1 on page 54 of 85”,Name: “Table 1 of 1 on page 54 of 85”,Name: “Table 1 of 1 on page 54 of 85”,Name: “Table 1 of 1 on page 54 of 85”,Name: “Table 1 of 1 on page 54 of 85”,Name: “Table 1 of 1 on page 54 of 85”,Name: “Table 1 of 1 on page 54 of 85”,Name: “Table 1 of 1 on page 54 of 85”,Name: “Table 1 of 1 on page 54 of 85”,Name: “Table 1 of 1 on page 54 of 85”
Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2007,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
14305,TUNSTALL VOL. FIRE & RESCUE,TUNSTALL VOL. FIRE & RESCUE,TUNSTALL VOL. FIRE & RESCUE,,,,,,,,,,
Count,57,49,47,53,32,35,41,49,36,43,37,41,520
Exposures,0,0,0,0,0,0,0,0,0,1,0,0,1
Aid Given,1,3,6,0,8,4,4,8,6,5,5,3,53
14306,MOUNT HERMON,MOUNT HERMON,,,,,,,,,,,
Count,29,26,30,6,31,29,25,32,28,34,35,43,348
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,2,5,1,7,3,5,5,3,2,3,10,49
14307,MOUNT CROSS,,,,,,,,,,,,
Count,19,22,13,16,18,23,17,20,17,16,10,19,210
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,1,0,2,1,1,0,0,1,2,1,9
14308,Climax Vol. Fire Dept.,Climax Vol. Fire Dept.,,,,,,,,,,,
Count,7,6,6,15,8,14,19,16,6,8,6,8,119
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,4,3,1,4,1,1,2,5,2,0,0,24
14309,RINGGOLD,,,,,,,,,,,,
Count,52,48,63,45,47,67,68,58,55,44,46,52,645
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,2,6,3,2,2,1,1,1,0,3,2,25
14310,BACHELORS HALL,BACHELORS HALL,,,,,,,,,,,
Count,3,8,3,10,7,4,3,2,5,6,13,6,70
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,1,5,0,0,0,2,0,1,3,3,2,20
Page 54 of 85,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,5/19/08 10:30:35 AM,5/19/08 10:30:35 AM
