Name: “Table 1 of 1 on page 80 of 85”,Name: “Table 1 of 1 on page 80 of 85”,Name: “Table 1 of 1 on page 80 of 85”,Name: “Table 1 of 1 on page 80 of 85”,Name: “Table 1 of 1 on page 80 of 85”,Name: “Table 1 of 1 on page 80 of 85”,Name: “Table 1 of 1 on page 80 of 85”,Name: “Table 1 of 1 on page 80 of 85”,Name: “Table 1 of 1 on page 80 of 85”,Name: “Table 1 of 1 on page 80 of 85”,Name: “Table 1 of 1 on page 80 of 85”,Name: “Table 1 of 1 on page 80 of 85”,Name: “Table 1 of 1 on page 80 of 85”,Name: “Table 1 of 1 on page 80 of 85”
Table: 80,Table: 80,Table: 80,Table: 80,Table: 80,Table: 80,Table: 80,Table: 80,Table: 80,Table: 80,Table: 80,Table: 80,Table: 80,Table: 80
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2007,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
67800,Lexington Fire Department,Lexington Fire Department,,,,,,,,,,,
Count,40,49,3,0,0,8,2,0,0,0,0,0,102
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,15,7,0,0,0,2,0,0,0,0,0,0,24
68000,Lynchburg Fire Department,Lynchburg Fire Department,,,,,,,,,,,
Count,507,518,551,459,520,552,544,551,508,511,505,543,"6,269"
Exposures,2,0,0,0,0,0,0,0,0,0,0,0,2
Aid Given,1,4,0,0,1,1,0,1,1,0,0,0,9
68301,Manassas Vol. Fire Department,Manassas Vol. Fire Department,Manassas Vol. Fire Department,,,,,,,,,,
Count,110,100,97,105,136,99,120,113,113,114,98,110,"1,315"
Exposures,0,0,1,0,2,0,1,1,0,0,1,0,6
Aid Given,68,56,59,71,69,54,72,75,61,60,55,57,757
68509,Manassas Park Fire Department,Manassas Park Fire Department,Manassas Park Fire Department,,,,,,,,,,
Count,94,86,86,92,101,72,112,95,74,84,66,85,"1,047"
Exposures,0,0,0,0,0,0,4,0,0,0,0,0,4
Aid Given,83,75,92,94,93,112,71,89,92,72,90,78,"1,041"
69000,Martinsville Fire Department,Martinsville Fire Department,Martinsville Fire Department,,,,,,,,,,
Count,187,175,207,226,237,236,248,256,240,243,187,203,"2,645"
Exposures,0,0,3,2,0,1,0,0,0,0,0,0,6
Aid Given,2,3,5,2,3,3,4,4,3,3,1,2,35
70001,Newport News Fire Department,Newport News Fire Department,Newport News Fire Department,,,,,,,,,,
Count,914,912,"1,072",973,"1,037","1,099","1,119","1,068",964,"1,025",988,"1,042","12,213"
Exposures,2,5,6,8,10,3,5,6,11,7,2,3,68
Aid Given,0,4,5,3,3,1,5,3,2,6,6,1,39
Page 80 of 85,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,5/19/08 10:30:42 AM,5/19/08 10:30:42 AM
