Name: “Table 1 of 1 on page 18 of 85”,Name: “Table 1 of 1 on page 18 of 85”,Name: “Table 1 of 1 on page 18 of 85”,Name: “Table 1 of 1 on page 18 of 85”,Name: “Table 1 of 1 on page 18 of 85”,Name: “Table 1 of 1 on page 18 of 85”,Name: “Table 1 of 1 on page 18 of 85”,Name: “Table 1 of 1 on page 18 of 85”,Name: “Table 1 of 1 on page 18 of 85”,Name: “Table 1 of 1 on page 18 of 85”,Name: “Table 1 of 1 on page 18 of 85”,Name: “Table 1 of 1 on page 18 of 85”,Name: “Table 1 of 1 on page 18 of 85”,Name: “Table 1 of 1 on page 18 of 85”
Table: 18,Table: 18,Table: 18,Table: 18,Table: 18,Table: 18,Table: 18,Table: 18,Table: 18,Table: 18,Table: 18,Table: 18,Table: 18,Table: 18
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2007,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
03305,FROG LEVEL VOL. FIRE DEPT.,FROG LEVEL VOL. FIRE DEPT.,FROG LEVEL VOL. FIRE DEPT.,,,,,,,,,,
Count,9,26,9,15,7,15,12,0,10,7,6,15,131
Exposures,0,0,0,0,0,0,0,0,0,0,0,1,1
Aid Given,5,7,11,6,10,14,9,0,13,6,7,15,103
03501,CANA VOLUNTEER FIRE,CANA VOLUNTEER FIRE,,,,,,,,,,,
Count,19,20,20,26,14,16,18,11,18,20,5,0,187
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,3,2,0,2,1,3,2,0,3,0,0,19
03502,HILLSVILLE VOL. FIRE DEPT.,HILLSVILLE VOL. FIRE DEPT.,HILLSVILLE VOL. FIRE DEPT.,,,,,,,,,,
Count,22,30,37,27,31,27,28,17,26,31,38,32,346
Exposures,1,0,0,1,0,0,0,0,0,1,0,0,3
Aid Given,0,4,0,1,2,1,0,3,1,0,2,3,17
03503,LAUREL FORK VOL. FIRE DEPT.,LAUREL FORK VOL. FIRE DEPT.,LAUREL FORK VOL. FIRE DEPT.,,,,,,,,,,
Count,3,5,6,3,7,6,2,5,6,3,1,5,52
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,2,4,0,2,0,1,0,1,1,3,1,18
03601,CHARLES CITY VOL.FIRE/EMS,CHARLES CITY VOL.FIRE/EMS,CHARLES CITY VOL.FIRE/EMS,,,,,,,,,,
Count,23,17,34,21,16,25,20,20,13,12,12,13,226
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,1,0,0,0,1
03701,BACON DISTRICT VOL. FIRE,BACON DISTRICT VOL. FIRE,BACON DISTRICT VOL. FIRE,,,,,,,,,,
Count,5,10,7,7,10,7,5,2,6,9,8,13,89
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,3,6,2,0,2,1,3,1,0,1,0,21
Page 18 of 85,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,5/19/08 10:30:23 AM,5/19/08 10:30:23 AM
