Name: “Table 1 of 1 on page 74 of 85”,Name: “Table 1 of 1 on page 74 of 85”,Name: “Table 1 of 1 on page 74 of 85”,Name: “Table 1 of 1 on page 74 of 85”,Name: “Table 1 of 1 on page 74 of 85”,Name: “Table 1 of 1 on page 74 of 85”,Name: “Table 1 of 1 on page 74 of 85”,Name: “Table 1 of 1 on page 74 of 85”,Name: “Table 1 of 1 on page 74 of 85”,Name: “Table 1 of 1 on page 74 of 85”,Name: “Table 1 of 1 on page 74 of 85”,Name: “Table 1 of 1 on page 74 of 85”,Name: “Table 1 of 1 on page 74 of 85”,Name: “Table 1 of 1 on page 74 of 85”
Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2007,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
19302,COPLE DISTRICT VOL. FIRE DEPT.,COPLE DISTRICT VOL. FIRE DEPT.,COPLE DISTRICT VOL. FIRE DEPT.,,,,,,,,,,
Count,18,16,21,20,10,18,36,15,18,18,17,21,228
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,2,0,2,4,8,5,1,1,3,2,0,30
19303,OAK GROVE VOLUNTEER FIRE,OAK GROVE VOLUNTEER FIRE,OAK GROVE VOLUNTEER FIRE,,,,,,,,,,
Count,23,20,24,23,24,22,29,20,28,19,13,15,260
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,8,8,5,6,7,5,11,8,10,8,7,6,89
19304,WESTMORELAND VOL. FIRE,WESTMORELAND VOL. FIRE,WESTMORELAND VOL. FIRE,,,,,,,,,,
Count,11,17,19,18,16,25,38,15,20,6,0,0,185
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,8,5,3,2,3,6,4,4,0,0,0,37
19501,VALLEY VOL. FIRE DEPT.,VALLEY VOL. FIRE DEPT.,,,,,,,,,,,
Count,61,43,61,41,45,52,49,50,31,37,37,24,531
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,1,1,7,1,1,3,0,1,2,1,18
19516,Coeburn Vol. Fire Department,Coeburn Vol. Fire Department,Coeburn Vol. Fire Department,,,,,,,,,,
Count,3,7,4,9,4,4,5,0,2,5,4,3,50
Exposures,0,0,0,1,0,3,0,0,0,0,0,0,4
Aid Given,0,1,0,0,0,0,0,0,0,1,1,0,3
19530,APPALACHIA VOL FIRE,APPALACHIA VOL FIRE,,,,,,,,,,,
Count,1,1,0,0,0,1,2,0,0,0,0,0,5
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
Page 74 of 85,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,5/19/08 10:30:40 AM,5/19/08 10:30:40 AM
