Name: “Table 1 of 1 on page 71 of 85”,Name: “Table 1 of 1 on page 71 of 85”,Name: “Table 1 of 1 on page 71 of 85”,Name: “Table 1 of 1 on page 71 of 85”,Name: “Table 1 of 1 on page 71 of 85”,Name: “Table 1 of 1 on page 71 of 85”,Name: “Table 1 of 1 on page 71 of 85”,Name: “Table 1 of 1 on page 71 of 85”,Name: “Table 1 of 1 on page 71 of 85”,Name: “Table 1 of 1 on page 71 of 85”,Name: “Table 1 of 1 on page 71 of 85”,Name: “Table 1 of 1 on page 71 of 85”,Name: “Table 1 of 1 on page 71 of 85”,Name: “Table 1 of 1 on page 71 of 85”
Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2007,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
18511,TANNERSVILLE VOL. FIRE DEPT.,TANNERSVILLE VOL. FIRE DEPT.,TANNERSVILLE VOL. FIRE DEPT.,,,,,,,,,,
Count,1,0,1,0,0,2,2,2,1,0,0,2,11
Exposures,0,0,1,0,0,0,0,0,0,0,0,0,1
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
18512,CLEARFORK VOL. FIRE DEPT.,CLEARFORK VOL. FIRE DEPT.,CLEARFORK VOL. FIRE DEPT.,,,,,,,,,,
Count,2,2,0,1,1,2,1,2,1,0,0,3,15
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,0,0,0,0,0,0,1,0,2,1,5
18700,Warren Co. Fire & Rescue,Warren Co. Fire & Rescue,,,,,,,,,,,
Count,54,49,37,23,29,36,39,51,40,46,36,43,483
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,20,18,13,15,19,12,19,14,9,27,12,13,191
18701,FRONT ROYAL VOL. FIRE DEPT.,FRONT ROYAL VOL. FIRE DEPT.,FRONT ROYAL VOL. FIRE DEPT.,,,,,,,,,,
Count,151,159,189,201,199,210,195,188,167,186,167,169,"2,181"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,55,43,31,57,42,37,51,24,31,43,29,34,477
18702,RIVERMONT FIRE DEPT.,RIVERMONT FIRE DEPT.,,,,,,,,,,,
Count,26,28,20,28,26,28,36,28,45,24,21,26,336
Exposures,0,0,0,0,0,1,0,0,0,0,0,0,1
Aid Given,26,35,24,35,21,17,19,21,24,18,24,49,313
18703,SOUTH WARREN VOL. FIRE DEPT.,SOUTH WARREN VOL. FIRE DEPT.,SOUTH WARREN VOL. FIRE DEPT.,,,,,,,,,,
Count,8,11,21,15,8,8,13,11,16,11,6,27,155
Exposures,0,0,0,0,0,0,0,0,0,1,0,0,1
Aid Given,1,7,9,8,14,6,13,10,6,5,4,1,84
Page 71 of 85,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,5/19/08 10:30:39 AM,5/19/08 10:30:39 AM
