Name: “Table 1 of 1 on page 46 of 85”,Name: “Table 1 of 1 on page 46 of 85”,Name: “Table 1 of 1 on page 46 of 85”,Name: “Table 1 of 1 on page 46 of 85”,Name: “Table 1 of 1 on page 46 of 85”,Name: “Table 1 of 1 on page 46 of 85”,Name: “Table 1 of 1 on page 46 of 85”,Name: “Table 1 of 1 on page 46 of 85”,Name: “Table 1 of 1 on page 46 of 85”,Name: “Table 1 of 1 on page 46 of 85”,Name: “Table 1 of 1 on page 46 of 85”,Name: “Table 1 of 1 on page 46 of 85”,Name: “Table 1 of 1 on page 46 of 85”,Name: “Table 1 of 1 on page 46 of 85”
Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2007,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
11703,CHASE CITY VOL. FIRE DEPT.,CHASE CITY VOL. FIRE DEPT.,CHASE CITY VOL. FIRE DEPT.,,,,,,,,,,
Count,11,25,23,17,19,20,24,15,18,21,10,25,228
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,2,3,2,5,1,2,3,4,3,1,2,29
11704,CLARKSVILLE VOL. FIRE DEPT.,CLARKSVILLE VOL. FIRE DEPT.,CLARKSVILLE VOL. FIRE DEPT.,,,,,,,,,,
Count,7,19,27,9,16,13,24,13,13,18,18,13,190
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,1,0,6,4,3,1,1,4,0,1,2,26
11705,LaCrosse Volunteer Fire Depart,LaCrosse Volunteer Fire Depart,LaCrosse Volunteer Fire Depart,,,,,,,,,,
Count,1,18,14,12,12,14,12,11,6,6,8,6,120
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,11,10,8,9,17,6,13,10,7,9,9,113
11706,PALMER SPRINGS VOL. FIRE,PALMER SPRINGS VOL. FIRE,PALMER SPRINGS VOL. FIRE,,,,,,,,,,
Count,3,4,3,7,3,2,2,3,3,1,3,2,36
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,2,2,3,0,2,2,0,0,0,2,0,14
11707,SOUTH HILL VOL. FIRE DEPT.,SOUTH HILL VOL. FIRE DEPT.,SOUTH HILL VOL. FIRE DEPT.,,,,,,,,,,
Count,26,31,26,42,22,36,42,37,33,26,28,41,390
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,5,5,3,1,0,1,5,3,1,3,2,30
11708,LAKE GASTON VOL. FIRE DEPT.,LAKE GASTON VOL. FIRE DEPT.,LAKE GASTON VOL. FIRE DEPT.,,,,,,,,,,
Count,2,5,1,6,8,4,3,3,0,1,7,2,42
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,0,0,0,1,1,1,2,0,1,0,7
Page 46 of 85,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,5/19/08 10:30:32 AM,5/19/08 10:30:32 AM
