Name: “Table 1 of 1 on page 70 of 85”,Name: “Table 1 of 1 on page 70 of 85”,Name: “Table 1 of 1 on page 70 of 85”,Name: “Table 1 of 1 on page 70 of 85”,Name: “Table 1 of 1 on page 70 of 85”,Name: “Table 1 of 1 on page 70 of 85”,Name: “Table 1 of 1 on page 70 of 85”,Name: “Table 1 of 1 on page 70 of 85”,Name: “Table 1 of 1 on page 70 of 85”,Name: “Table 1 of 1 on page 70 of 85”,Name: “Table 1 of 1 on page 70 of 85”,Name: “Table 1 of 1 on page 70 of 85”,Name: “Table 1 of 1 on page 70 of 85”,Name: “Table 1 of 1 on page 70 of 85”
Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2007,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
18305,SUSSEX COURTHOUSE VOL. F.D.,SUSSEX COURTHOUSE VOL. F.D.,SUSSEX COURTHOUSE VOL. F.D.,,,,,,,,,,
Count,3,2,4,5,5,6,5,4,7,7,4,0,52
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,1,1,1,0,0,0,1,0,1,0,0,7
18501,Abbs Valley-Bossievain VFD,Abbs Valley-Bossievain VFD,,,,,,,,,,,
Count,0,7,4,1,0,3,4,3,1,4,0,4,31
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,2,1,1,1,0,1,0,1,0,7
18502,BLUEFIELD VOL. FIRE DEPT.,BLUEFIELD VOL. FIRE DEPT.,BLUEFIELD VOL. FIRE DEPT.,,,,,,,,,,
Count,25,28,34,33,25,26,22,27,37,38,32,37,364
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,2,0,0,0,0,1,1,1,0,0,6
18505,RICHLANDS VOL. FIRE DEPT.,RICHLANDS VOL. FIRE DEPT.,RICHLANDS VOL. FIRE DEPT.,,,,,,,,,,
Count,35,46,43,31,33,31,41,38,34,53,41,49,475
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,0,0,0,0,0,0,0,0,0,0,1
18506,TAZEWELL CO. VOL. FIRE DEPT.,TAZEWELL CO. VOL. FIRE DEPT.,TAZEWELL CO. VOL. FIRE DEPT.,,,,,,,,,,
Count,77,97,105,123,96,86,128,108,134,139,134,165,"1,392"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,4,6,5,1,4,5,5,8,6,5,4,56
18507,TOWN OF TAZEWELL FIRE DEPT.,TOWN OF TAZEWELL FIRE DEPT.,TOWN OF TAZEWELL FIRE DEPT.,,,,,,,,,,
Count,12,11,5,8,9,11,8,16,7,6,2,10,105
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,1,0,0,0,2,0,0,1,0,1,5
Page 70 of 85,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,5/19/08 10:30:39 AM,5/19/08 10:30:39 AM
